simulation_id,input_parameters_tire_tire_id,input_parameters_tire_tire_type,input_parameters_tire_width,input_parameters_tire_aspect_ratio,input_parameters_tire_diameter,input_parameters_tire_mass,input_parameters_tire_tread_design_pattern_type,input_parameters_tire_tread_design_groove_depth,input_parameters_tire_tread_design_groove_width,input_parameters_tire_tread_design_groove_count,input_parameters_tire_tread_design_sipe_density,input_parameters_tire_tread_design_void_ratio,input_parameters_tire_tread_design_edge_count,input_parameters_tire_structure_belt_count,input_parameters_tire_structure_ply_count,input_parameters_tire_structure_belt_angle,input_parameters_tire_structure_carcass_type,input_parameters_tire_structure_max_load,input_parameters_tire_structure_max_pressure,input_parameters_compound_compound_id,input_parameters_compound_name,input_parameters_compound_compound_type,input_parameters_compound_base_properties_density,input_parameters_compound_base_properties_elastic_modulus,input_parameters_compound_base_properties_hardness_shore_a,input_parameters_compound_base_properties_wet_grip_coefficient,input_parameters_compound_base_properties_rolling_resistance_coeff,input_parameters_compound_base_properties_abrasion_resistance,input_parameters_compound_additives_silica,input_parameters_compound_additives_carbon_black,input_parameters_compound_additives_sulfur,input_parameters_compound_quantum_optimization_level,input_parameters_environment_ambient_temperature,input_parameters_environment_road_temperature,input_parameters_environment_surface_type,input_parameters_environment_surface_wetness,input_parameters_environment_weather,input_parameters_environment_humidity,input_parameters_environment_wind_speed,input_parameters_environment_altitude,input_parameters_environment_uv_index,input_parameters_environment_rainfall_rate,input_parameters_load_kg,input_parameters_pressure_kpa,input_parameters_speed_kmh,performance_metrics_grip_coefficient,performance_metrics_dry_grip,performance_metrics_wet_grip,performance_metrics_snow_grip,performance_metrics_ice_grip,performance_metrics_rolling_resistance,performance_metrics_wear_rate,performance_metrics_thermal_performance,performance_metrics_noise_level,performance_metrics_hydroplaning_resistance,performance_metrics_durability_index,performance_metrics_comfort_index,performance_metrics_fuel_efficiency_impact,performance_metrics_predicted_lifetime_km,performance_metrics_failure_mode,performance_metrics_optimization_score,thermal_analysis_tread_center,thermal_analysis_tread_shoulder,thermal_analysis_sidewall,thermal_analysis_inner_liner,thermal_analysis_max_temperature,thermal_analysis_avg_temperature,wear_analysis_center,wear_analysis_shoulder,wear_analysis_edge,wear_analysis_uniformity_index,wear_analysis_pattern,stress_analysis_tread_contact_stress_mpa,stress_analysis_belt_tension_mpa,stress_analysis_sidewall_stress_mpa,stress_analysis_bead_stress_mpa,stress_analysis_max_stress_mpa,optimization_suggestions,quantum_enhanced
SIM_000238,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0006,silica_enhanced_variant_6,silica_enhanced,1150.0,0.0024,64,0.8,0.0085,0.85,0.15,0.25,0.02,0.05808361216819946,80.0,82.01830025104158,snow,0.17754083655165998,fog,0.2819469114993241,2.859833641056717,2284.531895152417,11,0.0,200.0,265.0,195.0,0.1097,0.3938,0.3282,0.4526,0.194,0.0135,0.444,0,89.2,1.0,0.058,0.8275,-0.07,47849.0,thermal_degradation,0.2872,179.5,174.5,138.5,158.0,179.5,158.7,0.97,1.186,0.966,0.784,normal,0.15,0.11,0.13,0.08,0.15,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Improve thermal management with enhanced heat dissipation design', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000239,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0007,carbon_black_variant_7,carbon_black,1150.0,0.0026,68,0.76,0.01,0.8,0.15,0.25,0.02,0.8661761457749352,80.0,82.01830025104158,snow,0.17754083655165998,fog,0.2819469114993241,2.859833641056717,2284.531895152417,11,0.0,200.0,265.0,250.0,0.1043,0.3741,0.3118,0.43,0.1843,0.0162,0.472,0,94.7,1.0,0.0546,0.8275,-0.08,42385.0,thermal_degradation,0.2581,207.0,202.0,155.0,180.0,207.0,180.7,1.093,1.025,0.946,0.932,normal,0.15,0.11,0.13,0.08,0.15,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Improve thermal management with enhanced heat dissipation design', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000240,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0000,natural_rubber_variant_0,natural_rubber,1150.0,0.002,65,0.78,0.011,0.75,0.15,0.25,0.02,0.3745401188473625,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,180.0,30.0,0.1316,0.3955,0.3296,0.4413,0.1891,0.0158,0.342,1.0,72.7,1.0,0.6317,0.8287,-0.08,54844.0,none,0.5341,-28.0,-33.0,-31.0,-28.0,-28.0,-29.0,1.088,1.036,0.813,0.949,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000241,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0001,synthetic_rubber_variant_1,synthetic_rubber,1150.0,0.0025,70,0.72,0.01,0.82,0.15,0.25,0.02,0.9507143064099162,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,180.0,85.0,0.1215,0.3651,0.3043,0.4073,0.1746,0.015,0.313,1.0,78.2,1.0,0.6906,0.8287,-0.08,65559.0,none,0.551,-0.5,-5.5,-14.5,-6.0,-0.5,-7.0,1.048,1.115,0.968,0.933,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000242,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0002,biopolymer_variant_2,biopolymer,1150.0,0.0018,60,0.75,0.009,0.7,0.15,0.25,0.02,0.7319939418114051,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,180.0,140.0,0.1265,0.3803,0.3169,0.4243,0.1819,0.014,0.366,1.0,83.7,1.0,0.5896,0.8287,-0.07,47775.0,none,0.5429,27.0,22.0,2.0,16.0,27.0,15.0,0.928,1.159,0.84,0.769,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000243,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0003,nano_enhanced_variant_3,nano_enhanced,1150.0,0.0028,68,0.8,0.009,0.88,0.15,0.25,0.02,0.5986584841970366,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,180.0,195.0,0.135,0.4057,0.3381,0.4526,0.194,0.0143,0.291,1.0,89.2,1.0,0.7412,0.8287,-0.07,75504.0,none,0.5719,54.5,49.5,18.5,38.0,54.5,37.0,0.933,1.033,0.963,0.9,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000244,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0004,graphene_reinforced_variant_4,graphene_reinforced,1150.0,0.0032,72,0.82,0.008,0.92,0.15,0.25,0.02,0.15601864044243652,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,180.0,250.0,0.1383,0.4158,0.3465,0.4639,0.1988,0.013,0.279,1.0,94.7,1.0,0.7749,0.8287,-0.06,82524.0,none,0.5927,82.0,77.0,35.0,60.0,82.0,59.0,1.033,1.105,0.872,0.928,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000245,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0005,quantum_optimized_variant_5,quantum_optimized,1150.0,0.003,66,0.85,0.0075,0.95,0.15,0.25,0.02,0.15599452033620265,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,222.5,30.0,0.1434,0.431,0.3592,0.4809,0.2061,0.0108,0.334,1.0,72.7,1.0,0.8001,0.8287,-0.05,71186.0,none,0.621,-28.0,-33.0,-31.0,-28.0,-28.0,-29.0,1.075,1.078,0.963,0.997,normal,0.13,0.09,0.11,0.07,0.13,"['Improve wet grip by increasing sipe density and microtexture', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000246,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0006,silica_enhanced_variant_6,silica_enhanced,1150.0,0.0024,64,0.8,0.0085,0.85,0.15,0.25,0.02,0.05808361216819946,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,222.5,85.0,0.135,0.4057,0.3381,0.4526,0.194,0.0128,0.373,1.0,78.2,1.0,0.7159,0.8287,-0.06,56988.0,none,0.582,-0.5,-5.5,-14.5,-6.0,-0.5,-7.0,0.988,1.075,0.893,0.912,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000247,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0007,carbon_black_variant_7,carbon_black,1150.0,0.0026,68,0.76,0.01,0.8,0.15,0.25,0.02,0.8661761457749352,-40.0,-42.977546477544195,gravel,0.12364361266325222,extreme_heat,0.2588747642804982,14.019382629182399,218.2890190925806,0,0.0,450.0,222.5,140.0,0.1282,0.3854,0.3212,0.43,0.1843,0.0155,0.396,1.0,83.7,1.0,0.6738,0.8287,-0.08,50481.0,none,0.5447,27.0,22.0,2.0,16.0,27.0,15.0,0.96,1.15,0.901,0.811,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000248,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0000,natural_rubber_variant_0,natural_rubber,1150.0,0.002,65,0.78,0.011,0.75,0.15,0.25,0.02,0.3745401188473625,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,450.0,222.5,195.0,0.1223,0.3868,0.3223,0.4413,0.1891,0.016,0.423,1.0,89.2,1.0,0.693,0.7969,-0.08,44368.0,none,0.5387,80.0,75.0,31.8,51.3,80.0,54.4,0.946,1.18,0.877,0.767,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000249,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0001,synthetic_rubber_variant_1,synthetic_rubber,1150.0,0.0025,70,0.72,0.01,0.82,0.15,0.25,0.02,0.9507143064099162,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,450.0,222.5,250.0,0.1129,0.357,0.2975,0.4073,0.1746,0.0148,0.387,1.0,94.7,1.0,0.7576,0.7969,-0.07,53036.0,none,0.5613,107.5,102.5,48.3,73.3,107.5,76.4,1.009,1.181,0.925,0.827,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000250,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0002,biopolymer_variant_2,biopolymer,1150.0,0.0018,60,0.75,0.009,0.7,0.15,0.25,0.02,0.7319939418114051,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,200.0,180.0,30.0,0.1176,0.3719,0.3099,0.4243,0.1819,0.012,0.366,1.0,72.7,1.0,0.6468,0.7969,-0.06,47775.0,none,0.568,-2.5,-7.5,-17.7,-14.7,-2.5,-11.6,0.923,1.188,0.926,0.735,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture']",True
SIM_000251,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0003,nano_enhanced_variant_3,nano_enhanced,1150.0,0.0028,68,0.8,0.009,0.88,0.15,0.25,0.02,0.5986584841970366,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,200.0,180.0,85.0,0.1254,0.3967,0.3306,0.4526,0.194,0.0125,0.291,1.0,78.2,1.0,0.8131,0.7969,-0.06,75504.0,none,0.5985,25.0,20.0,-1.2,7.3,25.0,10.4,0.967,1.028,0.959,0.939,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000252,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0004,graphene_reinforced_variant_4,graphene_reinforced,1150.0,0.0032,72,0.82,0.008,0.92,0.15,0.25,0.02,0.15601864044243652,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,200.0,180.0,140.0,0.1286,0.4066,0.3389,0.4639,0.1988,0.0114,0.279,1.0,83.7,1.0,0.85,0.7969,-0.06,82524.0,none,0.6177,52.5,47.5,15.3,29.3,52.5,32.4,1.024,1.107,0.979,0.917,normal,0.1,0.07,0.09,0.06,0.1,"['Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000253,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0005,quantum_optimized_variant_5,quantum_optimized,1150.0,0.003,66,0.85,0.0075,0.95,0.15,0.25,0.02,0.15599452033620265,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,200.0,180.0,195.0,0.1333,0.4215,0.3512,0.4809,0.2061,0.0109,0.27,1.0,89.2,1.0,0.8778,0.7969,-0.05,87994.0,none,0.6294,80.0,75.0,31.8,51.3,80.0,54.4,1.058,1.03,0.862,0.973,normal,0.1,0.07,0.09,0.06,0.1,"['Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000254,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0006,silica_enhanced_variant_6,silica_enhanced,1150.0,0.0024,64,0.8,0.0085,0.85,0.15,0.25,0.02,0.05808361216819946,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,200.0,180.0,250.0,0.1254,0.3967,0.3306,0.4526,0.194,0.0126,0.302,1.0,94.7,1.0,0.7854,0.7969,-0.06,70444.0,none,0.5922,107.5,102.5,48.3,73.3,107.5,76.4,0.95,1.149,0.807,0.801,normal,0.1,0.07,0.09,0.06,0.1,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000255,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0007,carbon_black_variant_7,carbon_black,1150.0,0.0026,68,0.76,0.01,0.8,0.15,0.25,0.02,0.8661761457749352,-26.666666666666664,-17.54182212353674,sand,0.16437201185807127,extreme_cold,0.25694414644932984,1.6967542817038384,2959.9187355035265,0.33333333333333304,0.0,200.0,222.5,30.0,0.1192,0.3769,0.3141,0.43,0.1843,0.0134,0.396,1.0,72.7,1.0,0.7392,0.7969,-0.07,50481.0,none,0.5735,-2.5,-7.5,-17.7,-14.7,-2.5,-11.6,1.014,1.152,0.975,0.861,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture']",True
SIM_000256,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0000,natural_rubber_variant_0,natural_rubber,1150.0,0.002,65,0.78,0.011,0.75,0.15,0.25,0.02,0.3745401188473625,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,222.5,85.0,0.111,0.406,0.3384,0.4413,0.1891,0.015,0.423,1.0,78.2,1.0,0.649,0.7887,-0.07,44368.0,none,0.5367,31.6,26.6,12.2,20.7,31.6,21.5,0.968,1.164,0.822,0.804,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000257,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0001,synthetic_rubber_variant_1,synthetic_rubber,1150.0,0.0025,70,0.72,0.01,0.82,0.15,0.25,0.02,0.9507143064099162,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,222.5,140.0,0.1025,0.3748,0.3123,0.4073,0.1746,0.0139,0.387,1.0,83.7,1.0,0.7096,0.7887,-0.07,53036.0,none,0.557,59.1,54.1,28.7,42.7,59.1,43.5,1.069,1.025,0.879,0.956,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000258,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0002,biopolymer_variant_2,biopolymer,1150.0,0.0018,60,0.75,0.009,0.7,0.15,0.25,0.02,0.7319939418114051,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,222.5,195.0,0.1067,0.3904,0.3254,0.4243,0.1819,0.0128,0.453,1.0,89.2,1.0,0.6058,0.7887,-0.06,38649.0,none,0.5488,86.6,81.6,45.2,64.7,86.6,65.5,1.059,1.03,0.846,0.971,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000259,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0003,nano_enhanced_variant_3,nano_enhanced,1150.0,0.0028,68,0.8,0.009,0.88,0.15,0.25,0.02,0.5986584841970366,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,222.5,250.0,0.1138,0.4164,0.347,0.4526,0.194,0.013,0.36,1.0,94.7,1.0,0.7615,0.7887,-0.07,61082.0,none,0.5796,114.1,109.1,61.7,86.7,114.1,87.5,1.044,1.144,0.928,0.9,normal,0.13,0.09,0.11,0.07,0.13,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000260,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0004,graphene_reinforced_variant_4,graphene_reinforced,1150.0,0.0032,72,0.82,0.008,0.92,0.15,0.25,0.02,0.15601864044243652,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,265.0,30.0,0.1167,0.4269,0.3557,0.4639,0.1988,0.0105,0.41,1.0,72.7,1.0,0.7962,0.7887,-0.05,56054.0,none,0.6122,4.1,-0.9,-4.3,-1.3,4.1,-0.5,1.039,1.109,0.85,0.93,normal,0.15,0.11,0.13,0.08,0.15,"['Improve wet grip by increasing sipe density and microtexture', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000261,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0005,quantum_optimized_variant_5,quantum_optimized,1150.0,0.003,66,0.85,0.0075,0.95,0.15,0.25,0.02,0.15599452033620265,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,265.0,85.0,0.121,0.4425,0.3687,0.4809,0.2061,0.0102,0.397,1.0,78.2,1.0,0.8221,0.7887,-0.05,59769.0,none,0.6215,31.6,26.6,12.2,20.7,31.6,21.5,0.969,1.036,0.982,0.933,normal,0.15,0.11,0.13,0.08,0.15,"['Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000262,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0006,silica_enhanced_variant_6,silica_enhanced,1150.0,0.0024,64,0.8,0.0085,0.85,0.15,0.25,0.02,0.05808361216819946,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,265.0,140.0,0.1138,0.4164,0.347,0.4526,0.194,0.0119,0.444,1.0,83.7,1.0,0.7356,0.7887,-0.06,47849.0,none,0.5859,59.1,54.1,28.7,42.7,59.1,43.5,1.017,1.08,0.892,0.937,normal,0.15,0.11,0.13,0.08,0.15,"['Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
SIM_000263,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0007,carbon_black_variant_7,carbon_black,1150.0,0.0026,68,0.76,0.01,0.8,0.15,0.25,0.02,0.8661761457749352,-13.333333333333332,-10.920490391995514,mud,0.07485415915122406,clear,0.7689596970802517,18.944971547677174,2958.003191468613,1.666666666666667,0.0,200.0,265.0,195.0,0.1081,0.3956,0.3297,0.43,0.1843,0.0142,0.472,1.0,89.2,1.0,0.6923,0.7887,-0.07,42385.0,none,0.5522,86.6,81.6,45.2,64.7,86.6,65.5,1.089,1.031,0.917,0.941,normal,0.15,0.11,0.13,0.08,0.15,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Reduce noise by optimizing tread pattern pitch sequence']",True
SIM_000264,TIRE_0000,passenger,205,55,16,10.05,symmetric,8.202230023486418,8.41614515559209,4,4.041168988591605,0.33324426408004215,171,2,2,22.0,radial,736.3649934414201,287.33618039413733,COMP_0000,natural_rubber_variant_0,natural_rubber,1150.0,0.002,65,0.78,0.011,0.75,0.15,0.25,0.02,0.3745401188473625,0.0,2.5251917106183157,track,0.8766890926294708,rain,0.7440028411492057,11.1680849947161,1272.666027740929,3.0,6.670014333973375,200.0,265.0,250.0,0.1384,0.2336,0.1947,0.4413,0.1891,0.0151,0.503,0.8193,94.7,0.428,0.6268,0.7718,-0.08,37252.0,thermal_degradation,0.452,127.5,122.5,75.0,100.0,127.5,100.8,1.001,1.122,0.804,0.879,normal,0.15,0.11,0.13,0.08,0.15,"['Reduce rolling resistance by optimizing compound viscoelasticity', 'Improve wet grip by increasing sipe density and microtexture', 'Enhance water evacuation capacity with deeper grooves', 'Reduce noise by optimizing tread pattern pitch sequence', 'Apply quantum optimization to discover superior compound formulation']",True
