id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
7711,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.72,0.71,,D11,QNimbus,1,simulation
7712,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.75,,D8,QNimbus,1,model
7713,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.73,,D11,QNimbus,1,analysis
7714,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.94,0.72,,D12,QNimbus,1,optimization
7715,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.73,,D11,QNimbus,1,design
7716,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.75,0.88,,D12;D8,QNimbus,1,prediction
7717,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.91,,D8,QNimbus,1,simulation
7718,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.81,,D19,QNimbus,1,model
7719,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.92,,D12;D19,QNimbus,1,analysis
7720,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.75,,D19,QNimbus,1,optimization
7721,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.85,0.76,,D19;D8,QNimbus,1,design
7722,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.73,,D8;D19,QNimbus,1,prediction
7723,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.89,,D12;D11,QNimbus,1,simulation
7724,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.86,,D12;D11,QNimbus,1,model
7725,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.71,,D11;D8,QNimbus,1,analysis
7726,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.91,0.85,,D12,QNimbus,1,optimization
7727,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.76,,D11,QNimbus,1,design
7728,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.81,,D11,QNimbus,1,prediction
7729,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.87,,D19;D8,QNimbus,1,simulation
7730,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.68,,D19;D11,QNimbus,1,model
7731,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.82,0.87,,D8;D19,QNimbus,1,analysis
7732,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.84,,D12,QNimbus,1,optimization
7733,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.74,,D8;D19,QNimbus,1,design
7734,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.9,,D8,QNimbus,1,prediction
7735,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.92,,D11,QNimbus,1,simulation
7736,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.77,0.93,,D11,QNimbus,1,model
7737,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.84,,D8;D12,QNimbus,1,analysis
7738,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.75,,D11;D19,QNimbus,1,optimization
7739,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.77,,D11,QNimbus,1,design
7740,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.68,,D12;D8,QNimbus,1,prediction
7741,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.92,0.88,,D11,QNimbus,1,simulation
7742,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.91,,D19;D11,QNimbus,1,model
7743,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.68,,D11;D12,QNimbus,1,analysis
7744,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.79,,D19,QNimbus,1,optimization
7745,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.73,,D12,QNimbus,1,design
7746,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.85,0.68,,D11,QNimbus,1,prediction
7747,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.71,,D12,QNimbus,1,simulation
7748,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.8,,D11,QNimbus,1,model
7749,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.95,0.78,,D8,QNimbus,1,analysis
7750,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.73,,D8;D11,QNimbus,1,optimization
7751,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.77,0.69,,D8,QNimbus,1,design
7752,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.82,,D19;D11,QNimbus,1,prediction
7753,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.9,,D8;D11,QNimbus,1,simulation
7754,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.83,,D19,QNimbus,1,model
7755,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.85,,D19,QNimbus,1,analysis
7756,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.83,0.75,,D19,QNimbus,1,optimization
7757,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.93,,D19;D12,QNimbus,1,design
7758,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.82,,D12,QNimbus,1,prediction
7759,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.71,,D11,QNimbus,1,simulation
7760,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.77,0.85,,D11,QNimbus,1,model
7761,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.78,0.68,,D11;D12,QNimbus,1,analysis
7762,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.95,0.93,,D19,QNimbus,1,optimization
7763,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.7,,D12,QNimbus,1,design
7764,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.79,,D11,QNimbus,1,prediction
7765,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.91,,D8;D19,QNimbus,1,simulation
7766,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.75,0.87,,D8,QNimbus,1,model
7767,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.82,,D12,QNimbus,1,analysis
7768,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.86,,D11;D12,QNimbus,1,optimization
7769,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.7,,D19;D12,QNimbus,1,design
7770,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.78,,D12;D19,QNimbus,1,prediction
7771,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.72,0.86,,D8,QNimbus,1,simulation
7772,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.75,,D12,QNimbus,1,model
7773,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.76,,D11,QNimbus,1,analysis
7774,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.72,,D12;D11,QNimbus,1,optimization
7775,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.8,,D12;D11,QNimbus,1,design
7776,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.7,0.72,,D19;D11,QNimbus,1,prediction
7777,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.91,,D8,QNimbus,1,simulation
7778,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.7,0.9,,D19,QNimbus,1,model
7779,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.88,,D8,QNimbus,1,analysis
7780,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.74,,D12;D8,QNimbus,1,optimization
7781,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.76,0.94,,D19;D12,QNimbus,1,design
7782,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.86,,D12;D19,QNimbus,1,prediction
7783,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.75,,D11,QNimbus,1,simulation
7784,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.8,0.71,,D8,QNimbus,1,model
7785,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.91,Smart infrastructure;Urban analytics,D19,QNimbus,1,analysis
7786,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.87,0.7,,D8;D19,QNimbus,1,optimization
7787,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.93,,D11;D8,QNimbus,1,design
7788,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.88,,D8,QNimbus,1,prediction
7789,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.72,,D8,QNimbus,1,simulation
7790,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.95,0.89,,D11,QNimbus,1,model
7791,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.8,0.79,,D8,QNimbus,1,analysis
7792,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.92,,D12,QNimbus,1,optimization
7793,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.7,,D11;D19,QNimbus,1,design
7794,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.95,0.72,,D12,QNimbus,1,prediction
7795,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.88,,D19;D11,QNimbus,1,simulation
7796,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.93,0.72,,D8,QNimbus,1,model
7797,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.8,,D11,QNimbus,1,analysis
7798,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.79,,D19;D12,QNimbus,1,optimization
7799,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.72,,D8,QNimbus,1,design
7800,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.82,,D11,QNimbus,1,prediction
7801,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.7,0.84,,D19;D11,QNimbus,2,simulation
7802,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.74,,D12,QNimbus,2,model
7803,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.8,,D11,QNimbus,2,analysis
7804,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.78,,D8;D11,QNimbus,2,optimization
7805,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.94,,D12;D8,QNimbus,2,design
7806,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.93,0.75,,D12,QNimbus,2,prediction
7807,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.87,,D12,QNimbus,2,simulation
7808,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.82,,D8;D11,QNimbus,2,model
7809,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.8,0.74,,D8,QNimbus,2,analysis
7810,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.93,,D19;D8,QNimbus,2,optimization
7811,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.91,0.79,,D19;D11,QNimbus,2,design
7812,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.91,,D8,QNimbus,2,prediction
7813,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.87,,D12,QNimbus,2,simulation
7814,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.87,,D12,QNimbus,2,model
7815,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.78,,D12;D11,QNimbus,2,analysis
7816,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.79,0.82,,D19;D12,QNimbus,2,optimization
7817,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.84,,D11;D12,QNimbus,2,design
7818,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.71,,D12;D8,QNimbus,2,prediction
7819,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.91,,D12;D19,QNimbus,2,simulation
7820,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.9,,D11,QNimbus,2,model
7821,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.94,0.72,,D12;D8,QNimbus,2,analysis
7822,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.92,,D11;D19,QNimbus,2,optimization
7823,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.93,,D8,QNimbus,2,design
7824,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.79,,D12;D11,QNimbus,2,prediction
7825,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.85,,D19;D11,QNimbus,2,simulation
7826,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.75,0.86,,D12;D19,QNimbus,2,model
7827,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.74,,D11,QNimbus,2,analysis
7828,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.69,,D8,QNimbus,2,optimization
7829,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.72,,D8,QNimbus,2,design
7830,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.9,,D12;D8,QNimbus,2,prediction
7831,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.94,0.69,,D8,QNimbus,2,simulation
7832,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.77,0.77,,D11,QNimbus,2,model
7833,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.69,,D8,QNimbus,2,analysis
7834,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.82,,D8,QNimbus,2,optimization
7835,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.88,,D19;D12,QNimbus,2,design
7836,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.8,0.7,,D8,QNimbus,2,prediction
7837,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.92,0.77,,D12;D19,QNimbus,2,simulation
7838,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.69,,D11;D12,QNimbus,2,model
7839,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.77,,D19,QNimbus,2,analysis
7840,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.77,0.89,,D19,QNimbus,2,optimization
7841,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.82,0.79,,D12;D19,QNimbus,2,design
7842,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.78,,D8;D19,QNimbus,2,prediction
7843,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.84,,D11,QNimbus,2,simulation
7844,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.72,,D8,QNimbus,2,model
7845,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.75,,D19;D11,QNimbus,2,analysis
7846,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.87,0.76,,D11,QNimbus,2,optimization
7847,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.81,,D12,QNimbus,2,design
7848,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.78,,D19;D11,QNimbus,2,prediction
7849,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.94,0.92,,D12;D19,QNimbus,2,simulation
7850,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.86,,D11;D8,QNimbus,2,model
7851,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.9,0.68,,D19;D11,QNimbus,2,analysis
7852,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.8,0.87,,D19,QNimbus,2,optimization
7853,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.77,,D12,QNimbus,2,design
7854,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.8,0.71,,D12;D8,QNimbus,2,prediction
7855,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.69,,D12;D19,QNimbus,2,simulation
7856,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.93,0.69,,D12;D19,QNimbus,2,model
7857,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.82,,D19;D11,QNimbus,2,analysis
7858,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.88,,D11,QNimbus,2,optimization
7859,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.79,,D8;D19,QNimbus,2,design
7860,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.77,,D19,QNimbus,2,prediction
7861,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.71,0.88,,D12,QNimbus,2,simulation
7862,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.95,0.69,,D12;D19,QNimbus,2,model
7863,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.94,0.75,,D11,QNimbus,2,analysis
7864,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.74,0.7,,D8;D19,QNimbus,2,optimization
7865,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.87,0.7,,D19,QNimbus,2,design
7866,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.88,0.9,,D8;D11,QNimbus,2,prediction
7867,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.88,,D11;D8,QNimbus,2,simulation
7868,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.77,0.8,,D12,QNimbus,2,model
7869,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.71,,D19,QNimbus,2,analysis
7870,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.81,,D11,QNimbus,2,optimization
7871,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.91,0.7,,D11;D12,QNimbus,2,design
7872,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.79,,D12,QNimbus,2,prediction
7873,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.84,,D12,QNimbus,2,simulation
7874,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.72,,D8,QNimbus,2,model
7875,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.82,,D19,QNimbus,2,analysis
7876,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.74,0.75,,D12,QNimbus,2,optimization
7877,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.9,,D11,QNimbus,2,design
7878,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.81,,D8;D11,QNimbus,2,prediction
7879,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.84,0.88,,D12;D11,QNimbus,2,simulation
7880,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.89,0.9,,D19;D12,QNimbus,2,model
7881,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.74,0.81,,D8,QNimbus,2,analysis
7882,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.85,,D19;D8,QNimbus,2,optimization
7883,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.88,,D11,QNimbus,2,design
7884,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.78,,D19,QNimbus,2,prediction
7885,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.89,,D8;D12,QNimbus,2,simulation
7886,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.94,0.9,,D11;D12,QNimbus,2,model
7887,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.93,,D8,QNimbus,2,analysis
7888,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.87,,D11,QNimbus,2,optimization
7889,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.73,,D12,QNimbus,2,design
7890,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.72,,D12,QNimbus,2,prediction
7891,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.75,0.72,,D8;D11,QNimbus,2,simulation
7892,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.81,0.91,,D12;D11,QNimbus,2,model
7893,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.71,0.91,,D19,QNimbus,2,analysis
7894,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.73,0.93,,D11;D19,QNimbus,2,optimization
7895,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.8,,D19;D11,QNimbus,2,design
7896,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.72,0.87,,D19,QNimbus,2,prediction
7897,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.85,,D12;D8,QNimbus,2,simulation
7898,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.91,0.84,,D19;D8,QNimbus,2,model
7899,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.85,0.74,,D8;D19,QNimbus,2,analysis
7900,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.78,0.79,,D8,QNimbus,2,optimization
7901,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.94,0.7,,D11,QNimbus,2,design
7902,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.93,,D12;D11,QNimbus,2,prediction
7903,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.93,0.91,,D11,QNimbus,2,simulation
7904,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.69,,D11;D19,QNimbus,2,model
7905,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.76,0.78,,D11,QNimbus,2,analysis
7906,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.86,0.93,,D19;D8,QNimbus,2,optimization
7907,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.86,0.83,,D11,QNimbus,2,design
7908,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.87,,D11;D12,QNimbus,2,prediction
7909,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.93,,D12;D19,QNimbus,2,simulation
7910,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.79,,D12,QNimbus,2,model
7911,Urban Planning,Smart city planning for waste management using urban systems & smart cities approaches,D20,0.8,0.86,,D12,QNimbus,2,analysis
7912,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.83,0.75,,D12,QNimbus,2,optimization
7913,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.82,0.72,,D19,QNimbus,2,design
7914,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.79,,D12,QNimbus,2,prediction
7915,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.9,0.87,,D8,QNimbus,2,simulation
7916,Urban Planning,Smart city planning for energy distribution using urban systems & smart cities approaches,D20,0.81,0.77,,D19,QNimbus,2,model
7917,Traffic Optimization,Traffic Optimization simulation and optimization using urban systems & smart cities approaches,D20,0.75,0.84,,D12;D8,QNimbus,2,analysis
7918,Smart Infrastructure,Smart Infrastructure simulation and optimization using urban systems & smart cities approaches,D20,0.72,0.93,,D8;D11,QNimbus,2,optimization
7919,Energy Management,Energy Management simulation and optimization using urban systems & smart cities approaches,D20,0.88,0.93,,D8;D12,QNimbus,2,design
7920,Waste Systems,Waste Systems simulation and optimization using urban systems & smart cities approaches,D20,0.79,0.86,,D11,QNimbus,2,prediction
7921,Urban Planning,Smart city planning for traffic flow using urban systems & smart cities approaches,D20,0.85,0.69,,D8;D19,QNimbus,2,simulation
