id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
2209,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.75,0.77,,D17,QuASIM,2,design
2210,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.72,0.8,,D2,QuASIM,2,prediction
2211,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.94,0.85,,D7,QuASIM,2,simulation
2212,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.78,0.83,,D10;D7,QuASIM,2,model
2213,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.71,0.9,,D2,QuASIM,2,analysis
2214,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.88,0.88,Fusion physics;Advanced storage,D2;D17,QuASIM,2,optimization
2215,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.74,0.7,,D2,QuASIM,2,design
2216,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.88,0.87,,D10,QuASIM,2,prediction
2217,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.72,0.9,,D2,QuASIM,2,simulation
2218,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.73,0.87,,D7;D2,QuASIM,2,model
2219,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.89,0.77,,D17,QuASIM,2,analysis
2220,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.94,0.9,,D2;D17,QuASIM,2,optimization
2221,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.8,0.77,,D2;D10,QuASIM,2,design
2222,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.9,0.88,,D7,QuASIM,2,prediction
2223,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.95,0.84,,D17,QuASIM,2,simulation
2224,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.87,0.9,,D17,QuASIM,2,model
2225,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.71,0.72,,D10,QuASIM,2,analysis
2226,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.86,0.8,,D2,QuASIM,2,optimization
2227,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.84,0.82,,D2;D17,QuASIM,2,design
2228,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.73,0.92,,D10;D7,QuASIM,2,prediction
2229,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.84,0.79,,D2;D10,QuASIM,2,simulation
2230,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.83,0.71,,D2;D17,QuASIM,2,model
2231,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.71,0.85,,D7;D2,QuASIM,2,analysis
2232,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.71,0.77,,D2;D7,QuASIM,2,optimization
2233,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.86,0.89,,D2,QuASIM,2,design
2234,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.76,0.89,,D10,QuASIM,2,prediction
2235,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.83,0.74,,D2,QuASIM,2,simulation
2236,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.94,0.71,,D7,QuASIM,2,model
2237,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.93,0.85,,D10;D7,QuASIM,2,analysis
2238,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.72,0.93,,D7,QuASIM,2,optimization
2239,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.71,0.89,,D17,QuASIM,2,design
2240,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.92,0.79,,D2,QuASIM,2,prediction
2241,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.87,0.91,,D2,QuASIM,2,simulation
2242,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.9,0.74,,D17;D2,QuASIM,2,model
2243,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.9,0.76,,D2;D17,QuASIM,2,analysis
2244,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.7,0.7,,D2,QuASIM,2,optimization
2245,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.9,0.75,,D17,QuASIM,2,design
2246,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.81,0.71,,D2;D17,QuASIM,2,prediction
2247,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.74,0.7,,D2;D7,QuASIM,2,simulation
2248,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.85,0.92,,D17,QuASIM,2,model
2249,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.95,0.73,,D7;D10,QuASIM,2,analysis
2250,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.8,0.92,,D10,QuASIM,2,optimization
2251,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.89,0.74,,D7;D2,QuASIM,2,design
2252,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.72,0.91,,D2,QuASIM,2,prediction
2253,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.75,0.89,,D7;D10,QuASIM,2,simulation
2254,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.72,0.82,,D2,QuASIM,2,model
2255,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.9,0.69,,D10,QuASIM,2,analysis
2256,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.7,0.91,,D7,QuASIM,2,optimization
2257,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.88,0.68,,D10,QuASIM,2,design
2258,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.74,0.81,,D7;D2,QuASIM,2,prediction
2259,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.74,0.92,,D10;D2,QuASIM,2,simulation
2260,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.77,0.74,,D7,QuASIM,2,model
2261,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.82,0.92,,D2;D7,QuASIM,2,analysis
2262,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.78,0.93,,D2,QuASIM,2,optimization
2263,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.71,0.68,,D7;D10,QuASIM,2,design
2264,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.8,,D17,QuASIM,2,prediction
2265,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.93,0.77,,D10;D2,QuASIM,2,simulation
2266,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.83,0.75,,D2;D7,QuASIM,2,model
2267,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.71,0.71,,D2,QuASIM,2,analysis
2268,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.71,0.86,,D2,QuASIM,2,optimization
2269,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.72,0.83,,D17;D7,QuASIM,2,design
2270,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.7,0.9,,D2,QuASIM,2,prediction
2271,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.77,0.83,,D2,QuASIM,2,simulation
2272,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.77,0.76,,D2,QuASIM,2,model
2273,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.82,0.8,,D7,QuASIM,2,analysis
2274,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.94,0.92,,D10,QuASIM,2,optimization
2275,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.72,0.72,,D10,QuASIM,2,design
2276,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.77,0.93,,D10,QuASIM,2,prediction
2277,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.83,0.89,,D2,QuASIM,2,simulation
2278,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.8,0.8,,D2,QuASIM,2,model
2279,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.83,0.87,,D17;D7,QuASIM,2,analysis
2280,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.87,0.93,,D10;D7,QuASIM,2,optimization
2281,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.91,0.75,,D7;D2,QuASIM,2,design
2282,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.87,0.8,,D17;D2,QuASIM,2,prediction
2283,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.89,0.84,,D17,QuASIM,2,simulation
2284,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.9,0.78,,D17,QuASIM,2,model
2285,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.94,0.86,Fusion physics;Advanced storage,D7;D17,QuASIM,2,analysis
2286,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.75,0.83,,D2,QuASIM,2,optimization
2287,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.75,0.92,,D7;D17,QuASIM,2,design
2288,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.82,0.87,,D7,QuASIM,2,prediction
2289,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.86,0.72,,D2;D17,QuASIM,2,simulation
2290,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.81,0.69,,D7,QuASIM,2,model
2291,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.83,0.76,,D17,QuASIM,2,analysis
2292,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.88,0.89,,D7;D17,QuASIM,2,optimization
2293,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.95,0.92,,D7;D17,QuASIM,2,design
2294,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.92,0.91,,D10;D7,QuASIM,2,prediction
2295,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.94,0.69,,D17,QuASIM,2,simulation
2296,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.83,0.92,,D17;D2,QuASIM,2,model
2297,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.82,0.86,,D7,QuASIM,2,analysis
2298,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.89,0.82,,D17;D2,QuASIM,2,optimization
2299,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.71,0.7,,D2,QuASIM,2,design
2300,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.77,0.81,,D2,QuASIM,2,prediction
2301,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.8,0.85,,D7,QuASIM,3,simulation
2302,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.73,0.69,,D17,QuASIM,3,model
2303,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.7,0.77,,D2,QuASIM,3,analysis
2304,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.88,0.84,,D10,QuASIM,3,optimization
2305,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.8,0.9,,D7;D10,QuASIM,3,design
2306,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.76,0.76,,D10;D2,QuASIM,3,prediction
2307,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.77,0.72,,D17,QuASIM,3,simulation
2308,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.85,0.89,,D7,QuASIM,3,model
2309,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.89,0.74,,D7,QuASIM,3,analysis
2310,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.9,0.75,,D17,QuASIM,3,optimization
2311,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.79,0.76,,D2,QuASIM,3,design
2312,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.72,0.79,,D7;D10,QuASIM,3,prediction
2313,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.72,0.91,,D7,QuASIM,3,simulation
2314,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.73,0.73,,D10,QuASIM,3,model
2315,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.81,0.92,,D10,QuASIM,3,analysis
2316,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.72,0.89,,D10,QuASIM,3,optimization
2317,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.81,0.7,,D2;D7,QuASIM,3,design
2318,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.88,0.86,,D2;D10,QuASIM,3,prediction
2319,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.82,0.89,,D7,QuASIM,3,simulation
2320,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.94,0.87,,D17,QuASIM,3,model
2321,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.7,0.79,,D2;D17,QuASIM,3,analysis
2322,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.88,0.9,,D7,QuASIM,3,optimization
2323,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.75,0.76,,D2;D17,QuASIM,3,design
2324,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.82,0.9,,D17;D7,QuASIM,3,prediction
2325,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.78,0.87,,D10,QuASIM,3,simulation
2326,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.79,0.84,,D17;D10,QuASIM,3,model
2327,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.87,0.88,,D7,QuASIM,3,analysis
2328,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.81,0.89,,D2,QuASIM,3,optimization
2329,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.84,0.92,,D2,QuASIM,3,design
2330,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.87,0.72,,D17;D10,QuASIM,3,prediction
2331,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.74,0.73,,D2,QuASIM,3,simulation
2332,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.73,0.79,,D2,QuASIM,3,model
2333,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.75,0.91,,D7;D2,QuASIM,3,analysis
2334,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.87,0.82,,D7,QuASIM,3,optimization
2335,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.76,0.83,,D10;D7,QuASIM,3,design
2336,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.83,0.9,,D10;D2,QuASIM,3,prediction
2337,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.92,0.8,,D10,QuASIM,3,simulation
2338,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.75,0.91,,D7;D10,QuASIM,3,model
2339,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.86,0.92,,D7,QuASIM,3,analysis
2340,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.89,0.8,,D10;D2,QuASIM,3,optimization
2341,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.72,0.74,,D10;D7,QuASIM,3,design
2342,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.91,0.79,,D10,QuASIM,3,prediction
2343,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.81,0.79,,D10;D2,QuASIM,3,simulation
2344,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.79,0.89,,D17;D2,QuASIM,3,model
2345,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.81,0.87,,D17;D10,QuASIM,3,analysis
2346,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.91,0.91,,D17;D10,QuASIM,3,optimization
2347,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.93,0.85,,D17,QuASIM,3,design
2348,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.91,0.8,,D10;D7,QuASIM,3,prediction
2349,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.8,,D10,QuASIM,3,simulation
2350,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.71,0.89,,D2;D17,QuASIM,3,model
2351,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.81,0.69,,D10,QuASIM,3,analysis
2352,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.84,0.86,,D10,QuASIM,3,optimization
2353,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.91,0.76,,D17,QuASIM,3,design
2354,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.86,0.76,,D2,QuASIM,3,prediction
2355,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.82,0.92,,D10;D2,QuASIM,3,simulation
2356,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.9,0.96,Fusion physics;Advanced storage,D7;D17,QuASIM,3,model
2357,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.9,0.76,,D2,QuASIM,3,analysis
2358,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.7,0.91,,D2;D17,QuASIM,3,optimization
2359,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.83,0.8,,D7;D2,QuASIM,3,design
2360,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.77,0.81,,D10,QuASIM,3,prediction
2361,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.82,0.92,,D7,QuASIM,3,simulation
2362,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.92,0.81,,D17,QuASIM,3,model
2363,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.9,0.82,,D7;D17,QuASIM,3,analysis
2364,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.81,0.84,,D17;D2,QuASIM,3,optimization
2365,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.86,0.83,,D17;D2,QuASIM,3,design
2366,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.94,0.81,,D7;D10,QuASIM,3,prediction
2367,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.83,0.79,,D7,QuASIM,3,simulation
2368,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.74,0.82,,D2,QuASIM,3,model
2369,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.7,0.73,,D17,QuASIM,3,analysis
2370,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.83,0.94,,D10;D7,QuASIM,3,optimization
2371,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.76,0.91,,D2,QuASIM,3,design
2372,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.87,0.83,,D10;D7,QuASIM,3,prediction
2373,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.74,0.72,,D10,QuASIM,3,simulation
2374,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.91,0.8,,D2,QuASIM,3,model
2375,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.92,0.77,,D7,QuASIM,3,analysis
2376,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.9,0.84,,D7,QuASIM,3,optimization
2377,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.82,0.74,,D7;D17,QuASIM,3,design
2378,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.71,0.81,,D7;D10,QuASIM,3,prediction
2379,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.93,,D2,QuASIM,3,simulation
2380,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.82,0.74,,D10,QuASIM,3,model
2381,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.82,0.74,,D7;D17,QuASIM,3,analysis
2382,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.91,0.76,,D7,QuASIM,3,optimization
2383,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.89,0.72,,D17,QuASIM,3,design
2384,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.79,0.8,,D7;D10,QuASIM,3,prediction
2385,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.71,0.83,,D2;D17,QuASIM,3,simulation
2386,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.77,0.76,,D10,QuASIM,3,model
2387,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.93,0.83,,D2;D10,QuASIM,3,analysis
2388,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.73,0.84,,D10,QuASIM,3,optimization
2389,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.84,0.83,,D2,QuASIM,3,design
2390,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.86,0.82,,D17,QuASIM,3,prediction
2391,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.72,0.75,,D7,QuASIM,3,simulation
2392,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.88,0.9,,D2,QuASIM,3,model
2393,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.81,0.8,,D10;D7,QuASIM,3,analysis
2394,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.77,0.78,,D7,QuASIM,3,optimization
2395,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.79,0.82,,D10;D7,QuASIM,3,design
2396,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.76,0.85,,D17,QuASIM,3,prediction
2397,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.91,0.76,,D17,QuASIM,3,simulation
2398,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.78,0.85,,D17;D10,QuASIM,3,model
2399,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.8,0.84,,D17,QuASIM,3,analysis
2400,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.86,0.84,,D7;D2,QuASIM,3,optimization
2401,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.73,0.72,,D7,QuASIM,3,design
2402,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.89,0.91,,D17;D10,QuASIM,3,prediction
2403,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.73,0.76,,D10;D17,QuASIM,3,simulation
2404,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.95,0.85,,D17;D10,QuASIM,3,model
2405,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.74,0.9,,D10,QuASIM,3,analysis
2406,Fusion Reactor Design,Fusion reactor plasma containment using next-gen energy systems approaches,D13,0.83,0.72,,D7,QuASIM,3,optimization
2407,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.78,0.77,,D17,QuASIM,3,design
2408,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.83,0.7,,D10,QuASIM,3,prediction
2409,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.82,0.77,,D7;D10,QuASIM,3,simulation
2410,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.8,0.75,,D17,QuASIM,3,model
2411,Fusion Reactor Design,Fusion reactor divertor optimization using next-gen energy systems approaches,D13,0.88,0.75,,D10,QuASIM,3,analysis
2412,Advanced Batteries,Advanced Batteries simulation and optimization using next-gen energy systems approaches,D13,0.73,0.81,,D10;D7,QuASIM,3,optimization
2413,Supercapacitors,Supercapacitors simulation and optimization using next-gen energy systems approaches,D13,0.79,0.86,,D10,QuASIM,3,design
2414,Hydrogen Storage,Hydrogen Storage simulation and optimization using next-gen energy systems approaches,D13,0.78,0.81,,D10,QuASIM,3,prediction
2415,Grid Integration,Grid Integration simulation and optimization using next-gen energy systems approaches,D13,0.82,0.79,,D17;D10,QuASIM,3,simulation
2416,Fusion Reactor Design,Fusion reactor blanket design using next-gen energy systems approaches,D13,0.86,0.78,,D10,QuASIM,3,model
