id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
1206,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.94,0.74,,D3;D8,QStack,2,model
1207,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.91,,D8,QStack,2,analysis
1208,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.88,,D3,QStack,2,optimization
1209,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.94,,D3;D8,QStack,2,design
1210,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.7,0.85,,D12,QStack,2,prediction
1211,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.93,0.69,,D3;D20,QStack,2,simulation
1212,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.94,,D12,QStack,2,model
1213,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.75,,D20;D12,QStack,2,analysis
1214,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.95,Robotic control;Human-robot interaction,D8;D12,QStack,2,optimization
1215,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.7,,D12,QStack,2,design
1216,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.9,0.73,,D3,QStack,2,prediction
1217,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.77,,D12;D3,QStack,2,simulation
1218,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.92,,D3;D20,QStack,2,model
1219,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.85,,D20,QStack,2,analysis
1220,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.79,,D12,QStack,2,optimization
1221,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.94,0.78,,D3;D12,QStack,2,design
1222,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.84,,D3;D12,QStack,2,prediction
1223,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.8,,D3,QStack,2,simulation
1224,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.79,,D20,QStack,2,model
1225,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.72,0.93,,D12,QStack,2,analysis
1226,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.82,0.75,,D3,QStack,2,optimization
1227,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.83,,D8,QStack,2,design
1228,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.84,,D3;D8,QStack,2,prediction
1229,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.93,,D20,QStack,2,simulation
1230,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.75,,D3;D8,QStack,2,model
1231,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.72,0.92,,D20,QStack,2,analysis
1232,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.72,,D8,QStack,2,optimization
1233,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.83,,D8,QStack,2,design
1234,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.79,,D3,QStack,2,prediction
1235,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.78,,D20;D12,QStack,2,simulation
1236,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.72,0.88,,D8,QStack,2,model
1237,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.88,,D20;D8,QStack,2,analysis
1238,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.93,,D20;D3,QStack,2,optimization
1239,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.85,,D8,QStack,2,design
1240,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.74,,D12,QStack,2,prediction
1241,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.8,0.81,,D20;D12,QStack,2,simulation
1242,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.84,,D20;D3,QStack,2,model
1243,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.83,,D20,QStack,2,analysis
1244,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.92,,D8,QStack,2,optimization
1245,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.78,,D3,QStack,2,design
1246,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.8,0.81,,D12,QStack,2,prediction
1247,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.8,,D20;D8,QStack,2,simulation
1248,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.85,,D8,QStack,2,model
1249,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.78,,D3,QStack,2,analysis
1250,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.85,,D12;D3,QStack,2,optimization
1251,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.75,0.87,,D8,QStack,2,design
1252,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.85,0.9,,D20,QStack,2,prediction
1253,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.72,,D20;D8,QStack,2,simulation
1254,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.76,,D8,QStack,2,model
1255,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.85,,D12;D3,QStack,2,analysis
1256,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.71,0.77,,D20;D8,QStack,2,optimization
1257,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.79,,D3,QStack,2,design
1258,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.94,,D8,QStack,2,prediction
1259,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.73,,D12,QStack,2,simulation
1260,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.86,,D12,QStack,2,model
1261,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.82,0.84,,D12,QStack,2,analysis
1262,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.79,,D12;D8,QStack,2,optimization
1263,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.85,,D20;D3,QStack,2,design
1264,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.88,,D3,QStack,2,prediction
1265,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.72,,D8,QStack,2,simulation
1266,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.75,0.89,,D3;D20,QStack,2,model
1267,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.69,,D8,QStack,2,analysis
1268,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.87,,D12,QStack,2,optimization
1269,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.89,,D3;D20,QStack,2,design
1270,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.83,,D8;D3,QStack,2,prediction
1271,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.92,0.72,,D20;D12,QStack,2,simulation
1272,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.83,,D3;D8,QStack,2,model
1273,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.69,,D8,QStack,2,analysis
1274,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.93,,D3,QStack,2,optimization
1275,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.75,,D3;D20,QStack,2,design
1276,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.72,0.88,,D20,QStack,2,prediction
1277,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.9,,D12,QStack,2,simulation
1278,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.75,,D3;D8,QStack,2,model
1279,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.85,,D12;D20,QStack,2,analysis
1280,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.83,,D12;D20,QStack,2,optimization
1281,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.88,0.7,,D12,QStack,2,design
1282,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.8,,D3;D20,QStack,2,prediction
1283,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.85,0.74,,D12,QStack,2,simulation
1284,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.7,,D3;D12,QStack,2,model
1285,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.94,Robotic control;Human-robot interaction,D3,QStack,2,analysis
1286,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.86,0.72,,D12,QStack,2,optimization
1287,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.82,,D12,QStack,2,design
1288,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.91,,D20;D8,QStack,2,prediction
1289,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.73,,D8,QStack,2,simulation
1290,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.78,,D12;D8,QStack,2,model
1291,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.71,0.73,,D8;D3,QStack,2,analysis
1292,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.71,,D12,QStack,2,optimization
1293,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.69,,D8;D12,QStack,2,design
1294,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.76,,D20;D3,QStack,2,prediction
1295,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.88,,D20,QStack,2,simulation
1296,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.86,0.83,,D12,QStack,2,model
1297,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.88,,D8;D20,QStack,2,analysis
1298,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.89,,D20,QStack,2,optimization
1299,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.72,0.72,,D20;D8,QStack,2,design
1300,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.69,,D12,QStack,2,prediction
1301,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.94,0.7,,D8;D20,QStack,3,simulation
1302,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.7,,D20;D8,QStack,3,model
1303,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.75,,D8,QStack,3,analysis
1304,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.71,,D20,QStack,3,optimization
1305,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.89,0.81,,D12;D20,QStack,3,design
1306,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.75,0.83,,D8;D3,QStack,3,prediction
1307,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.93,,D20,QStack,3,simulation
1308,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.88,,D8,QStack,3,model
1309,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.84,,D8;D3,QStack,3,analysis
1310,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.78,,D3,QStack,3,optimization
1311,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.95,0.8,,D3;D20,QStack,3,design
1312,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.79,0.9,,D8,QStack,3,prediction
1313,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.78,,D12,QStack,3,simulation
1314,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.81,,D8,QStack,3,model
1315,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.77,,D12;D8,QStack,3,analysis
1316,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.91,0.78,,D8,QStack,3,optimization
1317,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.73,,D20,QStack,3,design
1318,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.69,,D12;D20,QStack,3,prediction
1319,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.72,,D3,QStack,3,simulation
1320,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.89,,D20;D12,QStack,3,model
1321,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.87,0.79,,D12,QStack,3,analysis
1322,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.85,,D12,QStack,3,optimization
1323,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.89,,D3;D8,QStack,3,design
1324,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.79,0.85,,D12,QStack,3,prediction
1325,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.76,,D20;D12,QStack,3,simulation
1326,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.92,0.77,,D8;D3,QStack,3,model
1327,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.79,0.82,,D12,QStack,3,analysis
1328,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.73,,D8;D12,QStack,3,optimization
1329,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.94,,D20,QStack,3,design
1330,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.87,,D12,QStack,3,prediction
1331,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.73,0.89,,D3,QStack,3,simulation
1332,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.88,,D8,QStack,3,model
1333,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.75,,D3,QStack,3,analysis
1334,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.81,,D3;D8,QStack,3,optimization
1335,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.77,,D3,QStack,3,design
1336,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.71,0.7,,D20,QStack,3,prediction
1337,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.8,,D12,QStack,3,simulation
1338,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.88,0.7,,D12,QStack,3,model
1339,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.78,0.91,,D20;D3,QStack,3,analysis
1340,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.7,,D12;D8,QStack,3,optimization
1341,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.79,0.74,,D8,QStack,3,design
1342,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.7,0.68,,D20;D3,QStack,3,prediction
1343,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.85,,D8,QStack,3,simulation
1344,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.87,,D3,QStack,3,model
1345,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.69,,D8;D12,QStack,3,analysis
1346,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.77,0.92,,D12;D3,QStack,3,optimization
1347,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.91,,D20,QStack,3,design
1348,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.69,,D8;D12,QStack,3,prediction
1349,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.75,,D3,QStack,3,simulation
1350,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.69,,D12,QStack,3,model
1351,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.76,0.73,,D3,QStack,3,analysis
1352,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.9,0.74,,D3,QStack,3,optimization
1353,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.82,0.81,,D20;D3,QStack,3,design
1354,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.7,,D3;D8,QStack,3,prediction
1355,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.71,,D12,QStack,3,simulation
1356,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.92,0.89,Robotic control;Human-robot interaction,D12,QStack,3,model
1357,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.79,,D20;D8,QStack,3,analysis
1358,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.87,,D8,QStack,3,optimization
1359,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.85,0.69,,D3,QStack,3,design
1360,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.78,,D8;D3,QStack,3,prediction
1361,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.73,0.93,,D8,QStack,3,simulation
1362,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.79,0.74,,D20,QStack,3,model
1363,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.69,,D20,QStack,3,analysis
1364,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.88,,D20;D8,QStack,3,optimization
1365,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.88,,D3;D8,QStack,3,design
1366,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.92,0.72,,D8;D3,QStack,3,prediction
1367,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.72,,D20;D12,QStack,3,simulation
1368,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.94,,D20,QStack,3,model
1369,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.94,0.77,,D20,QStack,3,analysis
1370,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.83,,D8,QStack,3,optimization
1371,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.9,0.91,,D12,QStack,3,design
1372,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.91,0.76,,D12,QStack,3,prediction
1373,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.86,,D8,QStack,3,simulation
1374,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.84,0.78,,D20,QStack,3,model
1375,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.72,,D8,QStack,3,analysis
1376,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.89,0.7,,D12,QStack,3,optimization
1377,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.8,,D20;D12,QStack,3,design
1378,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.83,,D12,QStack,3,prediction
1379,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.92,,D3,QStack,3,simulation
1380,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.71,0.76,,D20,QStack,3,model
1381,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.85,0.85,,D3,QStack,3,analysis
1382,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.71,,D8,QStack,3,optimization
1383,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.73,0.87,,D8,QStack,3,design
1384,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.92,,D8,QStack,3,prediction
1385,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.95,0.89,,D3,QStack,3,simulation
1386,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.8,0.87,,D8,QStack,3,model
1387,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.93,0.68,,D8;D12,QStack,3,analysis
1388,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.83,0.79,,D8;D12,QStack,3,optimization
1389,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.73,,D20;D8,QStack,3,design
1390,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.86,0.94,,D12,QStack,3,prediction
1391,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.81,0.73,,D3;D20,QStack,3,simulation
1392,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.77,0.78,,D8,QStack,3,model
1393,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.79,,D12,QStack,3,analysis
1394,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.81,0.93,,D20,QStack,3,optimization
1395,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.87,,D8,QStack,3,design
1396,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.89,0.72,,D12;D8,QStack,3,prediction
1397,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.83,,D3,QStack,3,simulation
1398,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.75,,D8,QStack,3,model
1399,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.75,0.94,,D8;D3,QStack,3,analysis
1400,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.92,0.88,,D20,QStack,3,optimization
1401,Robotic Manipulation,Advanced manipulation for sorting tasks using advanced robotics & automation approaches,D11,0.81,0.72,,D12,QStack,3,design
1402,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.78,,D20,QStack,3,prediction
1403,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.79,0.84,,D12,QStack,3,simulation
1404,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.83,,D8,QStack,3,model
1405,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.8,0.83,,D3;D8,QStack,3,analysis
1406,Robotic Manipulation,Advanced manipulation for assembly tasks using advanced robotics & automation approaches,D11,0.71,0.77,,D20,QStack,3,optimization
1407,Human-Robot Interaction,Human-Robot Interaction simulation and optimization using advanced robotics & automation approaches,D11,0.87,0.71,,D3,QStack,3,design
1408,Collaborative Robotics,Collaborative Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.74,0.74,,D3,QStack,3,prediction
1409,Industrial Automation,Industrial Automation simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.69,,D20;D12,QStack,3,simulation
1410,Soft Robotics,Soft Robotics simulation and optimization using advanced robotics & automation approaches,D11,0.76,0.91,,D12,QStack,3,model
1411,Robotic Manipulation,Advanced manipulation for delicate handling tasks using advanced robotics & automation approaches,D11,0.79,0.87,,D20,QStack,3,analysis
