id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
4704,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.81,0.71,,D13,QNimbus,1,prediction
4705,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.74,0.74,,D6;D13,QNimbus,1,simulation
4706,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.89,0.91,,D14,QNimbus,1,model
4707,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.88,,D19;D13,QNimbus,1,analysis
4708,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.77,0.93,,D13;D19,QNimbus,1,optimization
4709,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.8,0.91,,D13;D6,QNimbus,1,design
4710,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.77,0.78,,D19;D6,QNimbus,1,prediction
4711,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.82,0.8,,D6;D19,QNimbus,1,simulation
4712,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.76,0.69,,D19,QNimbus,1,model
4713,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.75,0.8,,D13;D6,QNimbus,1,analysis
4714,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.89,0.68,,D19,QNimbus,1,optimization
4715,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.82,0.84,,D6;D14,QNimbus,1,design
4716,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.92,0.73,,D6;D14,QNimbus,1,prediction
4717,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.92,,D13,QNimbus,1,simulation
4718,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.74,0.84,,D13,QNimbus,1,model
4719,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.86,0.73,,D14;D19,QNimbus,1,analysis
4720,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.94,0.79,,D19,QNimbus,1,optimization
4721,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.85,0.81,,D14,QNimbus,1,design
4722,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.88,0.73,,D6,QNimbus,1,prediction
4723,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.84,0.94,,D13;D19,QNimbus,1,simulation
4724,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.82,0.9,,D6,QNimbus,1,model
4725,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.93,0.86,,D6,QNimbus,1,analysis
4726,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.87,0.74,,D14,QNimbus,1,optimization
4727,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.75,0.84,,D6,QNimbus,1,design
4728,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.73,0.69,,D19,QNimbus,1,prediction
4729,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.79,0.83,,D6,QNimbus,1,simulation
4730,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.72,0.91,,D19,QNimbus,1,model
4731,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.89,0.73,,D14,QNimbus,1,analysis
4732,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.74,0.69,,D6,QNimbus,1,optimization
4733,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.75,0.7,,D19,QNimbus,1,design
4734,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.73,0.78,,D19,QNimbus,1,prediction
4735,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.8,0.92,,D19,QNimbus,1,simulation
4736,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.72,0.76,,D14;D13,QNimbus,1,model
4737,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.84,0.93,,D6,QNimbus,1,analysis
4738,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.76,0.93,,D14,QNimbus,1,optimization
4739,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.85,0.71,,D19,QNimbus,1,design
4740,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.86,0.91,,D14;D19,QNimbus,1,prediction
4741,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.89,0.78,,D6,QNimbus,1,simulation
4742,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.91,0.72,,D13;D14,QNimbus,1,model
4743,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.86,0.89,,D14,QNimbus,1,analysis
4744,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.71,0.84,,D14;D13,QNimbus,1,optimization
4745,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.85,0.82,,D13;D19,QNimbus,1,design
4746,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.84,0.84,,D6,QNimbus,1,prediction
4747,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.83,,D19;D6,QNimbus,1,simulation
4748,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.91,0.7,,D6,QNimbus,1,model
4749,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.71,0.8,,D13,QNimbus,1,analysis
4750,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.72,0.69,,D14,QNimbus,1,optimization
4751,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.92,0.79,,D14,QNimbus,1,design
4752,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.9,0.79,,D19;D13,QNimbus,1,prediction
4753,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.81,0.76,,D6;D14,QNimbus,1,simulation
4754,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.91,0.85,,D14;D19,QNimbus,1,model
4755,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.83,0.83,,D13,QNimbus,1,analysis
4756,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.88,0.85,,D19;D13,QNimbus,1,optimization
4757,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.74,0.83,,D6,QNimbus,1,design
4758,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.79,0.9,,D19,QNimbus,1,prediction
4759,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.93,0.8,,D19,QNimbus,1,simulation
4760,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.9,0.75,,D14;D6,QNimbus,1,model
4761,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.72,0.75,,D6,QNimbus,1,analysis
4762,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.71,,D14;D13,QNimbus,1,optimization
4763,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.93,0.88,,D14;D6,QNimbus,1,design
4764,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.83,0.77,,D6,QNimbus,1,prediction
4765,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.71,0.71,,D19,QNimbus,1,simulation
4766,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.71,0.89,,D6;D14,QNimbus,1,model
4767,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.79,0.83,,D19;D14,QNimbus,1,analysis
4768,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.92,0.82,,D6;D19,QNimbus,1,optimization
4769,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.77,0.93,,D14,QNimbus,1,design
4770,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.87,0.73,,D19;D6,QNimbus,1,prediction
4771,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.88,0.71,,D14,QNimbus,1,simulation
4772,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.86,0.74,,D6,QNimbus,1,model
4773,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.92,0.75,,D19,QNimbus,1,analysis
4774,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.75,0.93,,D14;D19,QNimbus,1,optimization
4775,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.88,0.8,,D19,QNimbus,1,design
4776,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.89,0.77,,D19,QNimbus,1,prediction
4777,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.87,0.86,,D14;D19,QNimbus,1,simulation
4778,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.86,0.69,,D19,QNimbus,1,model
4779,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.89,0.75,,D13,QNimbus,1,analysis
4780,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.75,0.84,,D13,QNimbus,1,optimization
4781,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.78,0.86,,D13,QNimbus,1,design
4782,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.85,0.9,,D19,QNimbus,1,prediction
4783,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.77,0.69,,D13;D6,QNimbus,1,simulation
4784,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.9,0.89,,D14,QNimbus,1,model
4785,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.94,0.86,Life support;ISRU,D6;D14,QNimbus,1,analysis
4786,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.91,0.82,,D13,QNimbus,1,optimization
4787,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.72,0.84,,D13;D14,QNimbus,1,design
4788,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.94,0.83,,D14;D13,QNimbus,1,prediction
4789,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.76,0.76,,D19,QNimbus,1,simulation
4790,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.86,0.75,,D14,QNimbus,1,model
4791,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.91,0.76,,D13,QNimbus,1,analysis
4792,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.76,0.87,,D14,QNimbus,1,optimization
4793,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.78,0.72,,D6;D19,QNimbus,1,design
4794,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.9,0.87,,D19,QNimbus,1,prediction
4795,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.9,0.85,,D14;D19,QNimbus,1,simulation
4796,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.89,0.82,,D13;D19,QNimbus,1,model
4797,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.87,0.78,,D13,QNimbus,1,analysis
4798,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.94,0.93,,D19;D6,QNimbus,1,optimization
4799,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.76,0.81,,D14,QNimbus,1,design
4800,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.89,0.89,,D14,QNimbus,1,prediction
4801,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.94,0.81,,D19,QNimbus,2,simulation
4802,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.9,0.71,,D13,QNimbus,2,model
4803,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.84,0.8,,D19,QNimbus,2,analysis
4804,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.81,0.8,,D19,QNimbus,2,optimization
4805,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.74,0.84,,D13,QNimbus,2,design
4806,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.9,0.86,,D13,QNimbus,2,prediction
4807,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.84,,D14,QNimbus,2,simulation
4808,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.71,0.88,,D14;D13,QNimbus,2,model
4809,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.88,0.7,,D6,QNimbus,2,analysis
4810,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.76,0.74,,D6,QNimbus,2,optimization
4811,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.83,0.87,,D14,QNimbus,2,design
4812,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.84,,D19,QNimbus,2,prediction
4813,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.7,0.74,,D14,QNimbus,2,simulation
4814,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.8,0.7,,D6,QNimbus,2,model
4815,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.77,0.79,,D13,QNimbus,2,analysis
4816,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.77,0.76,,D13,QNimbus,2,optimization
4817,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.87,0.92,,D6;D14,QNimbus,2,design
4818,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.89,0.72,,D6;D14,QNimbus,2,prediction
4819,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.91,0.73,,D6;D13,QNimbus,2,simulation
4820,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.77,0.7,,D14,QNimbus,2,model
4821,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.81,0.79,,D14,QNimbus,2,analysis
4822,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.7,0.75,,D13,QNimbus,2,optimization
4823,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.81,0.8,,D19,QNimbus,2,design
4824,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.79,0.82,,D14,QNimbus,2,prediction
4825,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.82,0.86,,D6;D13,QNimbus,2,simulation
4826,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.85,0.94,,D14,QNimbus,2,model
4827,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.8,0.85,,D6;D13,QNimbus,2,analysis
4828,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.86,0.8,,D19,QNimbus,2,optimization
4829,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.9,0.82,,D14;D6,QNimbus,2,design
4830,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.73,0.85,,D14;D13,QNimbus,2,prediction
4831,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.73,0.93,,D19;D13,QNimbus,2,simulation
4832,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.83,0.7,,D13,QNimbus,2,model
4833,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.81,0.74,,D6,QNimbus,2,analysis
4834,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.79,0.74,,D14;D13,QNimbus,2,optimization
4835,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.75,0.8,,D19;D6,QNimbus,2,design
4836,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.83,0.69,,D6;D14,QNimbus,2,prediction
4837,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.76,,D14,QNimbus,2,simulation
4838,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.71,0.89,,D14;D13,QNimbus,2,model
4839,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.86,0.89,,D13,QNimbus,2,analysis
4840,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.83,0.75,,D13;D19,QNimbus,2,optimization
4841,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.91,0.89,,D19,QNimbus,2,design
4842,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.91,0.74,,D13;D6,QNimbus,2,prediction
4843,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.83,0.69,,D6;D19,QNimbus,2,simulation
4844,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.94,0.84,,D14,QNimbus,2,model
4845,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.72,0.82,,D14;D6,QNimbus,2,analysis
4846,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.83,0.85,,D6;D19,QNimbus,2,optimization
4847,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.87,0.87,,D14,QNimbus,2,design
4848,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.77,0.89,,D6,QNimbus,2,prediction
4849,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.82,0.84,,D19;D14,QNimbus,2,simulation
4850,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.81,0.76,,D6,QNimbus,2,model
4851,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.7,0.68,,D19,QNimbus,2,analysis
4852,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.92,0.93,,D19,QNimbus,2,optimization
4853,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.73,0.93,,D6;D19,QNimbus,2,design
4854,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.89,0.7,,D14,QNimbus,2,prediction
4855,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.79,0.69,,D6,QNimbus,2,simulation
4856,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.79,0.7,,D6,QNimbus,2,model
4857,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.71,0.92,,D19,QNimbus,2,analysis
4858,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.82,0.73,,D6;D14,QNimbus,2,optimization
4859,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.92,0.71,,D13,QNimbus,2,design
4860,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.73,0.92,,D6,QNimbus,2,prediction
4861,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.86,0.72,,D19;D13,QNimbus,2,simulation
4862,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.92,0.79,,D6,QNimbus,2,model
4863,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.77,0.89,,D14;D6,QNimbus,2,analysis
4864,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.85,0.92,,D6;D19,QNimbus,2,optimization
4865,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.76,0.9,,D14,QNimbus,2,design
4866,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.75,0.83,,D6;D13,QNimbus,2,prediction
4867,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.79,0.69,,D13;D19,QNimbus,2,simulation
4868,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.84,0.69,,D19;D6,QNimbus,2,model
4869,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.9,0.81,,D6,QNimbus,2,analysis
4870,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.87,0.73,,D19,QNimbus,2,optimization
4871,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.94,0.71,,D14;D6,QNimbus,2,design
4872,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.87,0.93,,D14,QNimbus,2,prediction
4873,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.78,0.87,,D6,QNimbus,2,simulation
4874,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.75,0.8,,D19,QNimbus,2,model
4875,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.81,0.92,,D19,QNimbus,2,analysis
4876,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.94,0.74,,D14;D19,QNimbus,2,optimization
4877,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.73,0.89,,D6,QNimbus,2,design
4878,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.77,0.88,,D6,QNimbus,2,prediction
4879,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.85,0.89,,D13;D6,QNimbus,2,simulation
4880,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.94,0.92,,D19;D13,QNimbus,2,model
4881,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.91,0.75,,D14,QNimbus,2,analysis
4882,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.8,0.84,,D13;D6,QNimbus,2,optimization
4883,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.91,0.79,,D19,QNimbus,2,design
4884,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.92,0.9,,D14;D19,QNimbus,2,prediction
4885,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.74,0.94,,D6;D13,QNimbus,2,simulation
4886,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.91,0.94,,D19;D6,QNimbus,2,model
4887,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.77,0.9,,D14,QNimbus,2,analysis
4888,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.83,0.92,,D13;D19,QNimbus,2,optimization
4889,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.86,0.83,,D14;D13,QNimbus,2,design
4890,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.8,0.9,,D6;D14,QNimbus,2,prediction
4891,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.89,0.73,,D6,QNimbus,2,simulation
4892,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.82,0.69,,D6;D14,QNimbus,2,model
4893,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.82,0.91,,D6,QNimbus,2,analysis
4894,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.84,0.88,,D14;D19,QNimbus,2,optimization
4895,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.71,0.87,,D6;D19,QNimbus,2,design
4896,Habitat Design,Space habitat design for orbital station using space exploration & colonization approaches,D17,0.86,0.72,,D19,QNimbus,2,prediction
4897,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.79,0.8,,D13,QNimbus,2,simulation
4898,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.84,0.89,,D13;D19,QNimbus,2,model
4899,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.71,0.84,,D6,QNimbus,2,analysis
4900,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.85,0.8,,D14,QNimbus,2,optimization
4901,Habitat Design,Space habitat design for Mars colony using space exploration & colonization approaches,D17,0.78,0.93,,D19;D6,QNimbus,2,design
4902,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.85,0.92,,D6,QNimbus,2,prediction
4903,In-Situ Resource Utilization,In-Situ Resource Utilization simulation and optimization using space exploration & colonization approaches,D17,0.74,0.85,,D13,QNimbus,2,simulation
4904,Radiation Shielding,Radiation Shielding simulation and optimization using space exploration & colonization approaches,D17,0.81,0.76,,D6,QNimbus,2,model
4905,Orbital Mechanics,Orbital Mechanics simulation and optimization using space exploration & colonization approaches,D17,0.72,0.7,,D14;D19,QNimbus,2,analysis
4906,Habitat Design,Space habitat design for lunar base using space exploration & colonization approaches,D17,0.89,0.88,,D6,QNimbus,2,optimization
4907,Life Support Systems,Life Support Systems simulation and optimization using space exploration & colonization approaches,D17,0.83,0.74,,D13;D19,QNimbus,2,design
