id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
3200,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.73,,D11,QuASIM,2,model
3201,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.76,0.75,,D2;D6,QuASIM,2,analysis
3202,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.69,,D6;D11,QuASIM,2,optimization
3203,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.86,,D11;D1,QuASIM,2,design
3204,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.82,,D11,QuASIM,2,prediction
3205,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.8,,D6,QuASIM,2,simulation
3206,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.75,0.87,,D11,QuASIM,2,model
3207,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.8,,D11,QuASIM,2,analysis
3208,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.91,,D2,QuASIM,2,optimization
3209,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.88,,D2;D6,QuASIM,2,design
3210,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.83,,D6,QuASIM,2,prediction
3211,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.79,0.83,,D11;D1,QuASIM,2,simulation
3212,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.83,,D2,QuASIM,2,model
3213,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.8,,D2,QuASIM,2,analysis
3214,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.91,Multi-physics;Digital twins,D2,QuASIM,2,optimization
3215,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.82,,D1;D6,QuASIM,2,design
3216,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.81,0.79,,D2,QuASIM,2,prediction
3217,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.78,,D6;D2,QuASIM,2,simulation
3218,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.69,,D1;D11,QuASIM,2,model
3219,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.84,,D11;D2,QuASIM,2,analysis
3220,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.76,,D2;D11,QuASIM,2,optimization
3221,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.93,0.92,,D6,QuASIM,2,design
3222,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.83,0.91,,D11,QuASIM,2,prediction
3223,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.8,,D1,QuASIM,2,simulation
3224,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.78,,D6,QuASIM,2,model
3225,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.89,,D6,QuASIM,2,analysis
3226,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.92,0.75,,D2,QuASIM,2,optimization
3227,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.85,,D2,QuASIM,2,design
3228,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.91,,D6,QuASIM,2,prediction
3229,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.78,0.77,,D2;D6,QuASIM,2,simulation
3230,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.83,,D6;D2,QuASIM,2,model
3231,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.81,0.87,,D6;D2,QuASIM,2,analysis
3232,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.78,0.73,,D2,QuASIM,2,optimization
3233,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.78,,D2,QuASIM,2,design
3234,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.92,,D6,QuASIM,2,prediction
3235,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.68,,D2,QuASIM,2,simulation
3236,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.78,0.81,,D2,QuASIM,2,model
3237,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.69,,D2;D1,QuASIM,2,analysis
3238,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.76,,D2,QuASIM,2,optimization
3239,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.7,0.72,,D1,QuASIM,2,design
3240,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.8,,D6,QuASIM,2,prediction
3241,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.78,0.87,,D6,QuASIM,2,simulation
3242,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.92,,D2;D1,QuASIM,2,model
3243,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.76,,D11,QuASIM,2,analysis
3244,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.91,,D1,QuASIM,2,optimization
3245,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.71,,D11;D2,QuASIM,2,design
3246,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.88,0.79,,D6,QuASIM,2,prediction
3247,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.75,,D2;D6,QuASIM,2,simulation
3248,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.75,,D11;D2,QuASIM,2,model
3249,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.76,,D2,QuASIM,2,analysis
3250,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.85,,D6,QuASIM,2,optimization
3251,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.81,0.85,,D1;D6,QuASIM,2,design
3252,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.92,0.68,,D6,QuASIM,2,prediction
3253,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.76,0.93,,D1;D2,QuASIM,2,simulation
3254,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.71,,D2,QuASIM,2,model
3255,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.89,,D2,QuASIM,2,analysis
3256,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.82,0.74,,D1;D11,QuASIM,2,optimization
3257,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.92,0.94,,D1,QuASIM,2,design
3258,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.78,,D2,QuASIM,2,prediction
3259,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.8,0.89,,D11,QuASIM,2,simulation
3260,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.82,,D11;D6,QuASIM,2,model
3261,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.83,0.72,,D6,QuASIM,2,analysis
3262,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.9,,D11;D1,QuASIM,2,optimization
3263,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.89,,D11;D1,QuASIM,2,design
3264,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.88,,D1,QuASIM,2,prediction
3265,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.74,0.91,,D2;D11,QuASIM,2,simulation
3266,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.94,0.82,,D6,QuASIM,2,model
3267,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.75,,D6;D11,QuASIM,2,analysis
3268,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.76,0.84,,D11,QuASIM,2,optimization
3269,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.82,,D11;D2,QuASIM,2,design
3270,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.92,0.81,,D11,QuASIM,2,prediction
3271,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.84,0.69,,D11,QuASIM,2,simulation
3272,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.83,0.91,,D6,QuASIM,2,model
3273,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.7,0.91,,D11;D1,QuASIM,2,analysis
3274,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.89,,D11,QuASIM,2,optimization
3275,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.76,0.76,,D6;D11,QuASIM,2,design
3276,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.91,0.94,,D1,QuASIM,2,prediction
3277,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.76,0.92,,D11;D2,QuASIM,2,simulation
3278,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.8,,D6;D2,QuASIM,2,model
3279,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.9,,D11,QuASIM,2,analysis
3280,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.68,,D11;D2,QuASIM,2,optimization
3281,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.77,0.89,,D2,QuASIM,2,design
3282,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.7,,D11,QuASIM,2,prediction
3283,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.74,,D11;D2,QuASIM,2,simulation
3284,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.77,,D1;D6,QuASIM,2,model
3285,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.96,0.89,Multi-physics;Digital twins,D11,QuASIM,2,analysis
3286,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.94,0.75,,D11,QuASIM,2,optimization
3287,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.83,0.79,,D11,QuASIM,2,design
3288,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.76,,D2,QuASIM,2,prediction
3289,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.78,0.85,,D11;D2,QuASIM,2,simulation
3290,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.71,0.9,,D6;D2,QuASIM,2,model
3291,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.74,0.7,,D11,QuASIM,2,analysis
3292,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.73,,D11,QuASIM,2,optimization
3293,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.7,,D11,QuASIM,2,design
3294,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.91,,D1;D2,QuASIM,2,prediction
3295,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.71,0.83,,D1,QuASIM,2,simulation
3296,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.86,0.82,,D2,QuASIM,2,model
3297,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.83,0.74,,D11,QuASIM,2,analysis
3298,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.69,,D6,QuASIM,2,optimization
3299,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.83,,D6,QuASIM,2,design
3300,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.83,,D11,QuASIM,2,prediction
3301,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.74,0.77,,D11,QuASIM,3,simulation
3302,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.92,0.79,,D1,QuASIM,3,model
3303,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.91,,D11,QuASIM,3,analysis
3304,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.79,,D6;D11,QuASIM,3,optimization
3305,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.89,,D1,QuASIM,3,design
3306,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.85,0.77,,D6;D1,QuASIM,3,prediction
3307,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.85,,D2,QuASIM,3,simulation
3308,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.79,,D6,QuASIM,3,model
3309,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.88,,D11,QuASIM,3,analysis
3310,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.77,,D1;D2,QuASIM,3,optimization
3311,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.79,0.76,,D2,QuASIM,3,design
3312,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.89,,D6,QuASIM,3,prediction
3313,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.74,0.75,,D1,QuASIM,3,simulation
3314,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.74,0.87,,D2;D11,QuASIM,3,model
3315,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.7,0.78,,D6,QuASIM,3,analysis
3316,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.83,0.74,,D2;D6,QuASIM,3,optimization
3317,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.7,0.81,,D11;D6,QuASIM,3,design
3318,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.81,,D2,QuASIM,3,prediction
3319,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.9,,D6;D11,QuASIM,3,simulation
3320,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.74,,D2;D1,QuASIM,3,model
3321,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.71,0.91,,D6,QuASIM,3,analysis
3322,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.83,0.89,,D6,QuASIM,3,optimization
3323,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.95,0.74,,D6,QuASIM,3,design
3324,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.92,,D2;D11,QuASIM,3,prediction
3325,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.83,0.91,,D2,QuASIM,3,simulation
3326,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.81,0.7,,D2,QuASIM,3,model
3327,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.71,0.74,,D6;D11,QuASIM,3,analysis
3328,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.8,,D1;D11,QuASIM,3,optimization
3329,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.8,,D2,QuASIM,3,design
3330,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.8,,D11;D6,QuASIM,3,prediction
3331,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.92,0.83,,D6,QuASIM,3,simulation
3332,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.74,,D11;D1,QuASIM,3,model
3333,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.82,,D2;D1,QuASIM,3,analysis
3334,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.93,0.76,,D11,QuASIM,3,optimization
3335,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.89,,D11,QuASIM,3,design
3336,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.95,0.75,,D11,QuASIM,3,prediction
3337,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.73,,D6,QuASIM,3,simulation
3338,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.73,,D2,QuASIM,3,model
3339,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.78,,D11,QuASIM,3,analysis
3340,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.7,,D6,QuASIM,3,optimization
3341,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.82,0.77,,D2,QuASIM,3,design
3342,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.89,,D6;D11,QuASIM,3,prediction
3343,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.74,0.81,,D11;D1,QuASIM,3,simulation
3344,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.91,,D2,QuASIM,3,model
3345,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.82,0.78,,D1;D11,QuASIM,3,analysis
3346,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.9,0.81,,D11,QuASIM,3,optimization
3347,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.8,,D2;D6,QuASIM,3,design
3348,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.76,0.91,,D1,QuASIM,3,prediction
3349,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.75,,D6,QuASIM,3,simulation
3350,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.7,0.94,,D11;D1,QuASIM,3,model
3351,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.77,0.73,,D1,QuASIM,3,analysis
3352,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.71,,D6;D2,QuASIM,3,optimization
3353,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.71,,D11,QuASIM,3,design
3354,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.71,0.89,,D11,QuASIM,3,prediction
3355,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.86,,D2,QuASIM,3,simulation
3356,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.92,0.85,Multi-physics;Digital twins,D11;D2,QuASIM,3,model
3357,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.84,0.74,,D1,QuASIM,3,analysis
3358,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.83,0.81,,D2;D11,QuASIM,3,optimization
3359,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.69,,D6;D1,QuASIM,3,design
3360,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.73,,D6;D11,QuASIM,3,prediction
3361,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.83,0.72,,D1,QuASIM,3,simulation
3362,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.85,,D11,QuASIM,3,model
3363,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.8,,D1,QuASIM,3,analysis
3364,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.73,0.83,,D1;D2,QuASIM,3,optimization
3365,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.88,,D6,QuASIM,3,design
3366,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.93,0.69,,D11,QuASIM,3,prediction
3367,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.76,,D11,QuASIM,3,simulation
3368,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.92,,D2,QuASIM,3,model
3369,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.72,,D2,QuASIM,3,analysis
3370,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.91,0.8,,D2;D11,QuASIM,3,optimization
3371,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.81,0.68,,D1,QuASIM,3,design
3372,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.94,0.83,,D6,QuASIM,3,prediction
3373,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.87,0.74,,D1,QuASIM,3,simulation
3374,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.76,,D1;D11,QuASIM,3,model
3375,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.94,,D6;D2,QuASIM,3,analysis
3376,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.79,0.78,,D2;D11,QuASIM,3,optimization
3377,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.78,0.85,,D6;D2,QuASIM,3,design
3378,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.91,,D2;D6,QuASIM,3,prediction
3379,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.81,0.85,,D6,QuASIM,3,simulation
3380,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.85,0.8,,D1,QuASIM,3,model
3381,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.87,0.81,,D2;D1,QuASIM,3,analysis
3382,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.85,,D2;D1,QuASIM,3,optimization
3383,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.92,0.93,,D1,QuASIM,3,design
3384,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.86,0.79,,D11,QuASIM,3,prediction
3385,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.9,,D1,QuASIM,3,simulation
3386,Multi-Physics Simulation,Coupled simulation of thermal-mechanical interactions using high-fidelity simulation approaches,D15,0.91,0.92,,D1,QuASIM,3,model
3387,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.81,,D6,QuASIM,3,analysis
3388,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.77,0.84,,D6,QuASIM,3,optimization
3389,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.79,0.84,,D6;D2,QuASIM,3,design
3390,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.72,0.86,,D1,QuASIM,3,prediction
3391,Multi-Physics Simulation,Coupled simulation of fluid-structure interactions using high-fidelity simulation approaches,D15,0.78,0.79,,D1,QuASIM,3,simulation
3392,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.75,0.76,,D1,QuASIM,3,model
3393,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.71,0.89,,D1;D2,QuASIM,3,analysis
3394,CFD/FEA Integration,CFD/FEA Integration simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.84,,D1;D2,QuASIM,3,optimization
3395,Surrogate Models,Surrogate Models simulation and optimization using high-fidelity simulation approaches,D15,0.9,0.92,,D2;D6,QuASIM,3,design
3396,Multi-Physics Simulation,Coupled simulation of electromagnetic interactions using high-fidelity simulation approaches,D15,0.89,0.72,,D11,QuASIM,3,prediction
3397,Digital Twins,Digital Twins simulation and optimization using high-fidelity simulation approaches,D15,0.89,0.8,,D1;D2,QuASIM,3,simulation
3398,Real-Time Rendering,Real-Time Rendering simulation and optimization using high-fidelity simulation approaches,D15,0.88,0.86,,D2;D1,QuASIM,3,model
