id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
1717,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.77,0.87,,D3;D8,QNimbus,2,simulation
1718,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.93,0.72,,D20,QNimbus,2,model
1719,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.77,0.72,,D20;D3,QNimbus,2,analysis
1720,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.71,0.86,,D20;D8,QNimbus,2,optimization
1721,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.93,0.89,,D20,QNimbus,2,design
1722,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.76,0.69,,D20,QNimbus,2,prediction
1723,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.89,0.84,,D8,QNimbus,2,simulation
1724,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.7,0.82,,D3,QNimbus,2,model
1725,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.69,,D8,QNimbus,2,analysis
1726,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.83,0.76,,D8,QNimbus,2,optimization
1727,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.85,0.72,,D20,QNimbus,2,design
1728,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.89,0.77,,D20;D8,QNimbus,2,prediction
1729,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.92,0.9,,D3,QNimbus,2,simulation
1730,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.86,0.87,,D8,QNimbus,2,model
1731,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.79,0.83,,D8,QNimbus,2,analysis
1732,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.81,0.69,,D8,QNimbus,2,optimization
1733,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.72,0.75,,D8,QNimbus,2,design
1734,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.92,0.72,,D3;D16,QNimbus,2,prediction
1735,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.92,0.94,,D16,QNimbus,2,simulation
1736,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.86,0.93,,D16,QNimbus,2,model
1737,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.94,0.86,,D16,QNimbus,2,analysis
1738,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.86,0.81,,D20;D3,QNimbus,2,optimization
1739,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.89,0.91,,D16;D20,QNimbus,2,design
1740,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.93,0.74,,D20,QNimbus,2,prediction
1741,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.75,0.82,,D3,QNimbus,2,simulation
1742,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.81,,D8,QNimbus,2,model
1743,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.89,0.71,,D16,QNimbus,2,analysis
1744,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.81,0.8,,D16;D8,QNimbus,2,optimization
1745,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.73,0.8,,D16;D8,QNimbus,2,design
1746,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.79,0.84,,D8;D20,QNimbus,2,prediction
1747,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.9,0.9,,D16,QNimbus,2,simulation
1748,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.72,0.83,,D8;D20,QNimbus,2,model
1749,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.7,0.78,,D20;D8,QNimbus,2,analysis
1750,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.74,0.81,,D16,QNimbus,2,optimization
1751,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.82,0.91,,D8,QNimbus,2,design
1752,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.78,0.82,,D16,QNimbus,2,prediction
1753,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.94,0.88,,D16;D8,QNimbus,2,simulation
1754,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.79,0.87,,D8;D16,QNimbus,2,model
1755,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.89,0.86,,D8,QNimbus,2,analysis
1756,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.72,0.8,,D3,QNimbus,2,optimization
1757,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.71,,D20,QNimbus,2,design
1758,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.92,0.78,,D8,QNimbus,2,prediction
1759,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.93,0.88,,D3;D8,QNimbus,2,simulation
1760,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.81,0.77,,D8,QNimbus,2,model
1761,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.72,0.86,,D3,QNimbus,2,analysis
1762,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.8,0.8,,D3,QNimbus,2,optimization
1763,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.9,0.93,,D20;D16,QNimbus,2,design
1764,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.94,0.91,,D16;D3,QNimbus,2,prediction
1765,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.8,0.83,,D3;D16,QNimbus,2,simulation
1766,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.83,0.77,,D20;D8,QNimbus,2,model
1767,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.73,,D16,QNimbus,2,analysis
1768,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.95,0.77,,D20;D3,QNimbus,2,optimization
1769,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.86,0.91,,D20,QNimbus,2,design
1770,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.88,0.72,,D16,QNimbus,2,prediction
1771,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.76,0.79,,D20;D3,QNimbus,2,simulation
1772,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.8,0.81,,D16,QNimbus,2,model
1773,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.8,0.76,,D20;D16,QNimbus,2,analysis
1774,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.77,0.88,,D3;D8,QNimbus,2,optimization
1775,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.83,0.79,,D3;D16,QNimbus,2,design
1776,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.93,0.69,,D8;D3,QNimbus,2,prediction
1777,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.86,0.82,,D16,QNimbus,2,simulation
1778,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.93,0.92,,D3,QNimbus,2,model
1779,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.93,0.76,,D20,QNimbus,2,analysis
1780,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.86,0.8,,D3,QNimbus,2,optimization
1781,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.91,0.75,,D20;D16,QNimbus,2,design
1782,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.87,0.83,,D8;D16,QNimbus,2,prediction
1783,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.78,0.89,,D16;D3,QNimbus,2,simulation
1784,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.72,0.74,,D3,QNimbus,2,model
1785,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.96,0.89,Edge computing;IoT protocols,D3,QNimbus,2,analysis
1786,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.89,0.91,,D16,QNimbus,2,optimization
1787,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.78,0.73,,D3,QNimbus,2,design
1788,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.82,0.8,,D16,QNimbus,2,prediction
1789,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.83,0.86,,D8,QNimbus,2,simulation
1790,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.79,0.88,,D16,QNimbus,2,model
1791,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.93,0.89,,D3,QNimbus,2,analysis
1792,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.87,0.93,,D20;D3,QNimbus,2,optimization
1793,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.73,0.82,,D20,QNimbus,2,design
1794,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.76,0.69,,D16;D20,QNimbus,2,prediction
1795,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.75,0.78,,D3,QNimbus,2,simulation
1796,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.74,0.79,,D20,QNimbus,2,model
1797,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.7,0.89,,D3,QNimbus,2,analysis
1798,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.91,0.91,,D20;D3,QNimbus,2,optimization
1799,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.88,0.74,,D16,QNimbus,2,design
1800,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.7,0.84,,D20,QNimbus,2,prediction
1801,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.86,0.74,,D20,QNimbus,3,simulation
1802,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.94,0.84,,D8,QNimbus,3,model
1803,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.83,0.83,,D20;D3,QNimbus,3,analysis
1804,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.88,0.87,,D3;D8,QNimbus,3,optimization
1805,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.75,0.75,,D20;D8,QNimbus,3,design
1806,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.87,0.69,,D3,QNimbus,3,prediction
1807,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.79,0.76,,D16,QNimbus,3,simulation
1808,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.87,0.77,,D3,QNimbus,3,model
1809,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.85,0.83,,D20,QNimbus,3,analysis
1810,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.89,0.82,,D3,QNimbus,3,optimization
1811,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.86,0.74,,D20,QNimbus,3,design
1812,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.84,0.83,,D3,QNimbus,3,prediction
1813,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.83,0.79,,D20;D8,QNimbus,3,simulation
1814,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.85,0.73,,D8,QNimbus,3,model
1815,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.9,0.77,,D20;D16,QNimbus,3,analysis
1816,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.75,0.88,,D8,QNimbus,3,optimization
1817,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.88,0.85,,D20,QNimbus,3,design
1818,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.92,0.9,,D8;D3,QNimbus,3,prediction
1819,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.9,0.86,,D8;D16,QNimbus,3,simulation
1820,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.7,,D8;D3,QNimbus,3,model
1821,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.8,0.89,,D16;D3,QNimbus,3,analysis
1822,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.73,0.86,,D8;D20,QNimbus,3,optimization
1823,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.92,0.72,,D8;D3,QNimbus,3,design
1824,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.86,0.9,,D3;D16,QNimbus,3,prediction
1825,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.89,0.91,,D8,QNimbus,3,simulation
1826,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.78,0.9,,D16,QNimbus,3,model
1827,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.94,0.75,,D16;D3,QNimbus,3,analysis
1828,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.76,0.7,,D20;D16,QNimbus,3,optimization
1829,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.74,0.93,,D8,QNimbus,3,design
1830,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.74,0.86,,D8;D3,QNimbus,3,prediction
1831,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.72,0.94,,D20;D8,QNimbus,3,simulation
1832,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.73,0.81,,D16,QNimbus,3,model
1833,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.85,0.9,,D20,QNimbus,3,analysis
1834,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.72,0.85,,D3;D16,QNimbus,3,optimization
1835,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.77,0.83,,D3;D20,QNimbus,3,design
1836,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.91,0.71,,D20,QNimbus,3,prediction
1837,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.82,0.74,,D8,QNimbus,3,simulation
1838,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.74,0.77,,D16;D3,QNimbus,3,model
1839,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.89,0.74,,D16,QNimbus,3,analysis
1840,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.84,0.76,,D8,QNimbus,3,optimization
1841,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.82,0.87,,D8;D16,QNimbus,3,design
1842,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.83,0.92,,D16,QNimbus,3,prediction
1843,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.89,0.73,,D8;D16,QNimbus,3,simulation
1844,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.83,0.92,,D20,QNimbus,3,model
1845,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.8,0.86,,D16;D20,QNimbus,3,analysis
1846,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.9,0.68,,D20,QNimbus,3,optimization
1847,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.72,0.82,,D20,QNimbus,3,design
1848,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.94,0.71,,D16;D20,QNimbus,3,prediction
1849,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.84,0.9,,D20,QNimbus,3,simulation
1850,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.72,0.93,,D16;D8,QNimbus,3,model
1851,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.92,0.92,,D20;D3,QNimbus,3,analysis
1852,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.83,0.72,,D8,QNimbus,3,optimization
1853,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.85,0.75,,D20,QNimbus,3,design
1854,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.71,0.78,,D16,QNimbus,3,prediction
1855,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.77,0.79,,D8,QNimbus,3,simulation
1856,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.92,0.9,Edge computing;IoT protocols,D3;D8,QNimbus,3,model
1857,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.75,0.76,,D8,QNimbus,3,analysis
1858,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.84,0.69,,D20,QNimbus,3,optimization
1859,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.71,0.93,,D8,QNimbus,3,design
1860,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.72,0.82,,D8;D3,QNimbus,3,prediction
1861,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.79,0.73,,D16,QNimbus,3,simulation
1862,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.81,0.89,,D3;D8,QNimbus,3,model
1863,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.87,0.8,,D8,QNimbus,3,analysis
1864,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.88,0.71,,D20,QNimbus,3,optimization
1865,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.86,0.82,,D3;D16,QNimbus,3,design
1866,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.72,0.89,,D20;D16,QNimbus,3,prediction
1867,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.8,0.72,,D3,QNimbus,3,simulation
1868,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.8,0.74,,D20;D3,QNimbus,3,model
1869,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.94,0.77,,D3,QNimbus,3,analysis
1870,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.8,0.77,,D16,QNimbus,3,optimization
1871,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.81,0.82,,D3;D16,QNimbus,3,design
1872,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.91,0.81,,D20,QNimbus,3,prediction
1873,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.83,0.89,,D8,QNimbus,3,simulation
1874,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.79,0.7,,D8;D16,QNimbus,3,model
1875,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.88,0.84,,D20;D8,QNimbus,3,analysis
1876,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.84,0.93,,D16,QNimbus,3,optimization
1877,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.72,0.81,,D16;D20,QNimbus,3,design
1878,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.83,0.74,,D16;D3,QNimbus,3,prediction
1879,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.77,0.82,,D8;D20,QNimbus,3,simulation
1880,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.84,,D16;D3,QNimbus,3,model
1881,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.84,0.8,,D16,QNimbus,3,analysis
1882,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.86,0.71,,D8;D16,QNimbus,3,optimization
1883,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.91,0.69,,D20,QNimbus,3,design
1884,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.91,0.69,,D8;D16,QNimbus,3,prediction
1885,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.71,0.7,,D20,QNimbus,3,simulation
1886,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.88,0.8,,D20;D16,QNimbus,3,model
1887,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.82,0.91,,D20,QNimbus,3,analysis
1888,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.74,0.69,,D3;D20,QNimbus,3,optimization
1889,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.89,0.93,,D8,QNimbus,3,design
1890,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.73,0.88,,D3;D16,QNimbus,3,prediction
1891,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.74,0.74,,D20,QNimbus,3,simulation
1892,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.82,,D3,QNimbus,3,model
1893,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.91,0.71,,D20;D3,QNimbus,3,analysis
1894,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.74,0.78,,D20;D3,QNimbus,3,optimization
1895,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.84,0.86,,D16,QNimbus,3,design
1896,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.9,0.81,,D3;D20,QNimbus,3,prediction
1897,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.75,0.86,,D16;D3,QNimbus,3,simulation
1898,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.92,0.91,,D3;D20,QNimbus,3,model
1899,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.74,0.85,,D16,QNimbus,3,analysis
1900,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.74,0.84,,D20,QNimbus,3,optimization
1901,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.94,0.75,,D8,QNimbus,3,design
1902,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.93,,D16,QNimbus,3,prediction
1903,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.74,0.75,,D16,QNimbus,3,simulation
1904,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.93,0.81,,D16,QNimbus,3,model
1905,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.88,0.73,,D16;D8,QNimbus,3,analysis
1906,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.93,0.87,,D20;D8,QNimbus,3,optimization
1907,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.74,0.72,,D8,QNimbus,3,design
1908,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.83,0.91,,D20;D8,QNimbus,3,prediction
1909,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.75,0.68,,D3;D20,QNimbus,3,simulation
1910,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.74,0.89,,D3;D20,QNimbus,3,model
1911,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.73,0.9,,D8,QNimbus,3,analysis
1912,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.85,0.93,,D3;D20,QNimbus,3,optimization
1913,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.75,0.76,,D20,QNimbus,3,design
1914,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.77,0.94,,D20;D8,QNimbus,3,prediction
1915,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.77,0.78,,D20,QNimbus,3,simulation
1916,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.94,0.92,,D16;D3,QNimbus,3,model
1917,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.89,0.87,,D20;D16,QNimbus,3,analysis
1918,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.78,0.91,,D20,QNimbus,3,optimization
1919,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.93,0.87,,D16,QNimbus,3,design
1920,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.88,0.77,,D3,QNimbus,3,prediction
1921,Sensor Fusion,Multi-sensor fusion for localization applications using iot & sensor networks approaches,D12,0.92,0.71,,D20;D8,QNimbus,3,simulation
1922,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.71,0.77,,D16,QNimbus,3,model
1923,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.82,0.77,,D3,QNimbus,3,analysis
1924,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.93,0.84,,D16;D3,QNimbus,3,optimization
1925,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.91,0.92,,D8,QNimbus,3,design
1926,Sensor Fusion,Multi-sensor fusion for recognition applications using iot & sensor networks approaches,D12,0.79,0.75,,D8;D16,QNimbus,4,prediction
1927,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.97,0.9,Edge computing;IoT protocols,D20,QNimbus,4,simulation
1928,Network Protocols,Network Protocols simulation and optimization using iot & sensor networks approaches,D12,0.86,0.8,,D3;D16,QNimbus,4,model
1929,IoT Security,IoT Security simulation and optimization using iot & sensor networks approaches,D12,0.75,0.73,,D3,QNimbus,4,analysis
1930,Smart Devices,Smart Devices simulation and optimization using iot & sensor networks approaches,D12,0.93,0.69,,D8,QNimbus,4,optimization
1931,Sensor Fusion,Multi-sensor fusion for tracking applications using iot & sensor networks approaches,D12,0.8,0.77,,D16,QNimbus,4,design
1932,Edge Computing,Edge Computing simulation and optimization using iot & sensor networks approaches,D12,0.74,0.69,,D3,QNimbus,4,prediction
