id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
5706,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.76,0.93,,D20,QNimbus,1,model
5707,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.88,,D20;D10,QNimbus,1,analysis
5708,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.83,,D10,QNimbus,1,optimization
5709,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.84,,D10,QNimbus,1,design
5710,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.72,,D11,QNimbus,1,prediction
5711,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.94,0.78,,D11,QNimbus,1,simulation
5712,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.79,,D10;D20,QNimbus,1,model
5713,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.81,,D10,QNimbus,1,analysis
5714,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.86,,D5,QNimbus,1,optimization
5715,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.81,,D11,QNimbus,1,design
5716,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.92,0.7,,D10,QNimbus,1,prediction
5717,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.88,,D20,QNimbus,1,simulation
5718,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.85,,D11;D5,QNimbus,1,model
5719,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.93,,D20,QNimbus,1,analysis
5720,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.7,,D20,QNimbus,1,optimization
5721,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.74,0.84,,D10;D5,QNimbus,1,design
5722,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.85,,D5,QNimbus,1,prediction
5723,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.92,,D20,QNimbus,1,simulation
5724,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.86,,D10,QNimbus,1,model
5725,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.7,,D11,QNimbus,1,analysis
5726,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.73,0.91,,D5;D10,QNimbus,1,optimization
5727,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.71,,D11,QNimbus,1,design
5728,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.92,,D5;D10,QNimbus,1,prediction
5729,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.93,,D10,QNimbus,1,simulation
5730,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.75,,D10,QNimbus,1,model
5731,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.84,0.71,,D10,QNimbus,1,analysis
5732,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.71,,D20,QNimbus,1,optimization
5733,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.78,0.7,,D11,QNimbus,1,design
5734,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.79,,D10;D5,QNimbus,1,prediction
5735,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.72,,D10,QNimbus,1,simulation
5736,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.87,0.84,,D10,QNimbus,1,model
5737,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.81,,D10,QNimbus,1,analysis
5738,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.75,,D20;D5,QNimbus,1,optimization
5739,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.69,,D5;D20,QNimbus,1,design
5740,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.73,,D5,QNimbus,1,prediction
5741,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.81,0.89,,D11;D20,QNimbus,1,simulation
5742,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.86,,D11,QNimbus,1,model
5743,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.84,,D5;D20,QNimbus,1,analysis
5744,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.74,,D11,QNimbus,1,optimization
5745,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.73,,D11,QNimbus,1,design
5746,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.74,0.81,,D5,QNimbus,1,prediction
5747,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.7,,D5;D20,QNimbus,1,simulation
5748,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.92,,D10,QNimbus,1,model
5749,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.83,0.82,,D5;D10,QNimbus,1,analysis
5750,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.74,,D5;D20,QNimbus,1,optimization
5751,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.72,0.75,,D10;D20,QNimbus,1,design
5752,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.79,,D10,QNimbus,1,prediction
5753,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.93,,D10,QNimbus,1,simulation
5754,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.79,,D10,QNimbus,1,model
5755,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.78,,D20,QNimbus,1,analysis
5756,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.72,0.72,,D20,QNimbus,1,optimization
5757,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.75,,D11,QNimbus,1,design
5758,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.71,,D5,QNimbus,1,prediction
5759,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.71,,D5,QNimbus,1,simulation
5760,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.9,,D20,QNimbus,1,model
5761,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.93,0.81,,D5;D20,QNimbus,1,analysis
5762,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.76,,D11,QNimbus,1,optimization
5763,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.8,,D11;D5,QNimbus,1,design
5764,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.84,,D20,QNimbus,1,prediction
5765,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.85,,D10;D5,QNimbus,1,simulation
5766,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.95,0.78,,D20;D10,QNimbus,1,model
5767,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.83,0.94,,D20,QNimbus,1,analysis
5768,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.79,,D10,QNimbus,1,optimization
5769,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.8,,D20;D11,QNimbus,1,design
5770,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.84,,D20;D10,QNimbus,1,prediction
5771,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.77,0.7,,D20,QNimbus,1,simulation
5772,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.85,,D5;D20,QNimbus,1,model
5773,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.72,0.76,,D5,QNimbus,1,analysis
5774,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.93,,D10,QNimbus,1,optimization
5775,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.84,,D20,QNimbus,1,design
5776,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.79,0.81,,D5,QNimbus,1,prediction
5777,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.69,,D10,QNimbus,1,simulation
5778,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.72,0.7,,D20,QNimbus,1,model
5779,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.69,,D5,QNimbus,1,analysis
5780,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.84,,D10;D11,QNimbus,1,optimization
5781,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.83,0.8,,D10,QNimbus,1,design
5782,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.89,,D10;D11,QNimbus,1,prediction
5783,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.84,,D5,QNimbus,1,simulation
5784,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.81,,D5,QNimbus,1,model
5785,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.93,Ocean modeling;Marine robotics,D10;D11,QNimbus,1,analysis
5786,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.89,0.68,,D5,QNimbus,1,optimization
5787,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.95,0.72,,D11,QNimbus,1,design
5788,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.71,,D11;D20,QNimbus,1,prediction
5789,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.88,,D10;D5,QNimbus,1,simulation
5790,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.8,,D20;D11,QNimbus,1,model
5791,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.77,0.87,,D5;D11,QNimbus,1,analysis
5792,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.8,,D10;D5,QNimbus,1,optimization
5793,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.89,,D10;D20,QNimbus,1,design
5794,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.81,,D5,QNimbus,1,prediction
5795,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.88,,D10,QNimbus,1,simulation
5796,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.84,0.77,,D20,QNimbus,1,model
5797,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.82,,D10;D11,QNimbus,1,analysis
5798,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.8,,D5;D10,QNimbus,1,optimization
5799,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.69,,D10;D5,QNimbus,1,design
5800,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.79,,D10;D20,QNimbus,1,prediction
5801,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.9,0.71,,D11;D5,QNimbus,2,simulation
5802,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.88,,D11;D10,QNimbus,2,model
5803,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.72,0.94,,D20,QNimbus,2,analysis
5804,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.8,,D5,QNimbus,2,optimization
5805,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.74,,D10;D11,QNimbus,2,design
5806,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.77,0.91,,D11,QNimbus,2,prediction
5807,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.69,,D5,QNimbus,2,simulation
5808,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.9,,D11,QNimbus,2,model
5809,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.73,,D5;D11,QNimbus,2,analysis
5810,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.71,,D10,QNimbus,2,optimization
5811,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.82,0.69,,D5,QNimbus,2,design
5812,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.8,,D20,QNimbus,2,prediction
5813,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.73,,D20,QNimbus,2,simulation
5814,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.92,,D10,QNimbus,2,model
5815,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.83,0.71,,D11,QNimbus,2,analysis
5816,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.81,0.79,,D5,QNimbus,2,optimization
5817,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.77,,D11,QNimbus,2,design
5818,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.89,,D5;D20,QNimbus,2,prediction
5819,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.76,,D11,QNimbus,2,simulation
5820,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.74,,D11,QNimbus,2,model
5821,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.85,0.72,,D11;D20,QNimbus,2,analysis
5822,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.82,,D5;D20,QNimbus,2,optimization
5823,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.88,,D20,QNimbus,2,design
5824,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.8,,D20,QNimbus,2,prediction
5825,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.69,,D11;D20,QNimbus,2,simulation
5826,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.72,0.91,,D11,QNimbus,2,model
5827,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.79,,D10;D11,QNimbus,2,analysis
5828,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.85,,D20,QNimbus,2,optimization
5829,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.77,,D20,QNimbus,2,design
5830,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.91,,D5,QNimbus,2,prediction
5831,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.9,0.72,,D5,QNimbus,2,simulation
5832,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.92,,D20,QNimbus,2,model
5833,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.81,,D11;D10,QNimbus,2,analysis
5834,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.76,,D11,QNimbus,2,optimization
5835,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.73,,D20;D10,QNimbus,2,design
5836,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.9,0.88,,D20,QNimbus,2,prediction
5837,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.73,,D10;D5,QNimbus,2,simulation
5838,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.77,,D20,QNimbus,2,model
5839,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.91,,D10;D5,QNimbus,2,analysis
5840,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.72,,D10;D20,QNimbus,2,optimization
5841,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.93,0.76,,D10,QNimbus,2,design
5842,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.91,,D11,QNimbus,2,prediction
5843,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.71,,D11,QNimbus,2,simulation
5844,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.71,,D10;D11,QNimbus,2,model
5845,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.77,,D10,QNimbus,2,analysis
5846,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.93,0.91,,D20;D10,QNimbus,2,optimization
5847,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.9,,D20,QNimbus,2,design
5848,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.82,,D10,QNimbus,2,prediction
5849,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.78,0.77,,D10,QNimbus,2,simulation
5850,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.9,,D5;D10,QNimbus,2,model
5851,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.89,0.72,,D11,QNimbus,2,analysis
5852,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.93,,D20;D10,QNimbus,2,optimization
5853,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.84,0.93,,D10;D5,QNimbus,2,design
5854,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.73,0.82,,D5,QNimbus,2,prediction
5855,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.82,,D5;D20,QNimbus,2,simulation
5856,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.7,0.79,,D20,QNimbus,2,model
5857,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.74,,D20,QNimbus,2,analysis
5858,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.78,,D20;D11,QNimbus,2,optimization
5859,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.93,0.72,,D20,QNimbus,2,design
5860,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.88,,D20,QNimbus,2,prediction
5861,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.93,0.93,,D11,QNimbus,2,simulation
5862,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.71,,D5;D11,QNimbus,2,model
5863,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.9,,D5;D11,QNimbus,2,analysis
5864,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.85,,D5,QNimbus,2,optimization
5865,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.81,,D11,QNimbus,2,design
5866,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.75,0.77,,D5,QNimbus,2,prediction
5867,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.89,,D5;D10,QNimbus,2,simulation
5868,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.79,,D11,QNimbus,2,model
5869,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.82,,D11,QNimbus,2,analysis
5870,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.85,,D11,QNimbus,2,optimization
5871,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.76,0.78,,D10,QNimbus,2,design
5872,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.92,0.83,,D5,QNimbus,2,prediction
5873,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.91,0.93,,D5;D20,QNimbus,2,simulation
5874,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.71,,D11,QNimbus,2,model
5875,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.86,,D5,QNimbus,2,analysis
5876,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.74,0.86,,D20;D10,QNimbus,2,optimization
5877,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.8,,D10,QNimbus,2,design
5878,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.92,,D10,QNimbus,2,prediction
5879,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.71,,D10;D11,QNimbus,2,simulation
5880,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.9,0.85,,D5,QNimbus,2,model
5881,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.71,0.89,,D20,QNimbus,2,analysis
5882,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.81,,D5,QNimbus,2,optimization
5883,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.91,,D5,QNimbus,2,design
5884,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.73,,D11,QNimbus,2,prediction
5885,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.7,0.76,,D10;D5,QNimbus,2,simulation
5886,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.94,0.82,,D20,QNimbus,2,model
5887,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.86,0.73,,D11,QNimbus,2,analysis
5888,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.8,0.78,,D11;D10,QNimbus,2,optimization
5889,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.81,,D5,QNimbus,2,design
5890,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.94,0.92,,D20,QNimbus,2,prediction
5891,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.77,0.86,,D20;D10,QNimbus,2,simulation
5892,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.76,0.71,,D20;D11,QNimbus,2,model
5893,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.88,,D20;D11,QNimbus,2,analysis
5894,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.85,0.7,,D10,QNimbus,2,optimization
5895,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.71,0.78,,D5,QNimbus,2,design
5896,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.87,0.72,,D20;D11,QNimbus,2,prediction
5897,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.71,,D11,QNimbus,2,simulation
5898,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.87,0.75,,D20,QNimbus,2,model
5899,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.75,0.73,,D10,QNimbus,2,analysis
5900,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.79,0.89,,D5,QNimbus,2,optimization
5901,Ocean Current Modeling,Ocean dynamics simulation for upwelling zones using ocean systems & marine tech approaches,D18,0.78,0.75,,D20,QNimbus,2,design
5902,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.88,0.78,,D5;D10,QNimbus,2,prediction
5903,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.74,,D20,QNimbus,2,simulation
5904,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.77,0.94,,D20;D11,QNimbus,2,model
5905,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.81,,D5,QNimbus,2,analysis
5906,Ocean Current Modeling,Ocean dynamics simulation for current prediction using ocean systems & marine tech approaches,D18,0.91,0.89,,D20;D5,QNimbus,2,optimization
5907,Marine Robotics,Marine Robotics simulation and optimization using ocean systems & marine tech approaches,D18,0.74,0.79,,D11,QNimbus,2,design
5908,Desalination,Desalination simulation and optimization using ocean systems & marine tech approaches,D18,0.89,0.81,,D11,QNimbus,2,prediction
5909,Offshore Energy,Offshore Energy simulation and optimization using ocean systems & marine tech approaches,D18,0.81,0.91,,D10,QNimbus,2,simulation
5910,Marine Ecology,Marine Ecology simulation and optimization using ocean systems & marine tech approaches,D18,0.82,0.79,,D5,QNimbus,2,model
5911,Ocean Current Modeling,Ocean dynamics simulation for temperature distribution using ocean systems & marine tech approaches,D18,0.72,0.8,,D5,QNimbus,2,analysis
