id,category,description,domain,patentability_score,commercial_potential,keystone_nodes,synergy_connections,execution_layers,phase_deployment,output_type
6719,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.77,0.86,,D10,QStack,1,analysis
6720,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.75,0.91,,D9,QStack,1,optimization
6721,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.87,0.92,,D5,QStack,1,design
6722,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.83,0.7,,D9,QStack,1,prediction
6723,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.83,0.79,,D10;D9,QStack,1,simulation
6724,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.77,0.88,,D9,QStack,1,model
6725,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.83,0.91,,D20,QStack,1,analysis
6726,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.91,0.71,,D20,QStack,1,optimization
6727,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.95,0.8,,D9;D5,QStack,1,design
6728,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.87,0.69,,D9;D5,QStack,1,prediction
6729,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.9,0.8,,D9,QStack,1,simulation
6730,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.85,0.92,,D10;D9,QStack,1,model
6731,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.71,0.81,,D5,QStack,1,analysis
6732,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.8,0.71,,D9;D20,QStack,1,optimization
6733,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.74,0.73,,D5,QStack,1,design
6734,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.71,0.73,,D10;D20,QStack,1,prediction
6735,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.8,0.85,,D5;D10,QStack,1,simulation
6736,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.85,0.71,,D10;D5,QStack,1,model
6737,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.74,0.75,,D5;D10,QStack,1,analysis
6738,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.71,0.9,,D10;D5,QStack,1,optimization
6739,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.81,0.68,,D5,QStack,1,design
6740,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.9,0.71,,D5,QStack,1,prediction
6741,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.93,0.9,,D9;D20,QStack,1,simulation
6742,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.75,0.75,,D10,QStack,1,model
6743,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.73,0.89,,D5;D10,QStack,1,analysis
6744,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.9,0.76,,D5;D9,QStack,1,optimization
6745,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.74,0.74,,D10;D5,QStack,1,design
6746,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.72,0.93,,D9;D10,QStack,1,prediction
6747,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.74,0.75,,D20,QStack,1,simulation
6748,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.93,0.93,,D10,QStack,1,model
6749,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.92,0.88,,D10;D20,QStack,1,analysis
6750,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.77,0.84,,D9,QStack,1,optimization
6751,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.74,0.71,,D5,QStack,1,design
6752,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.7,0.78,,D5,QStack,1,prediction
6753,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.71,0.93,,D5;D20,QStack,1,simulation
6754,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.83,0.82,,D5;D10,QStack,1,model
6755,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.79,0.7,,D9,QStack,1,analysis
6756,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.92,0.76,,D20,QStack,1,optimization
6757,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.82,0.9,,D10,QStack,1,design
6758,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.8,0.78,,D5,QStack,1,prediction
6759,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.72,0.93,,D9;D10,QStack,1,simulation
6760,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.76,0.92,,D10;D9,QStack,1,model
6761,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.9,0.79,,D5,QStack,1,analysis
6762,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.87,0.68,,D20,QStack,1,optimization
6763,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.87,0.72,,D20,QStack,1,design
6764,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.78,0.79,,D5;D10,QStack,1,prediction
6765,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.72,0.85,,D5,QStack,1,simulation
6766,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.82,0.85,,D10,QStack,1,model
6767,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.71,0.87,,D5,QStack,1,analysis
6768,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.79,0.72,,D9;D20,QStack,1,optimization
6769,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.82,0.68,,D9;D5,QStack,1,design
6770,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.86,0.7,,D20;D5,QStack,1,prediction
6771,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.91,0.83,,D9,QStack,1,simulation
6772,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.88,0.93,,D10,QStack,1,model
6773,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.72,0.85,,D10,QStack,1,analysis
6774,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.74,0.85,,D9;D10,QStack,1,optimization
6775,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.75,0.9,,D20;D5,QStack,1,design
6776,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.7,0.74,,D20,QStack,1,prediction
6777,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.77,0.89,,D9;D10,QStack,1,simulation
6778,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.93,0.77,,D5;D10,QStack,1,model
6779,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.95,0.78,,D5;D20,QStack,1,analysis
6780,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.86,0.71,,D10;D9,QStack,1,optimization
6781,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.85,0.71,,D9,QStack,1,design
6782,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.85,0.89,,D20;D5,QStack,1,prediction
6783,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.88,0.93,,D10;D20,QStack,1,simulation
6784,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.94,0.89,,D10;D9,QStack,1,model
6785,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.91,0.94,Crop optimization;Precision farming,D20;D9,QStack,1,analysis
6786,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.9,0.92,,D10;D5,QStack,1,optimization
6787,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.72,0.79,,D5;D10,QStack,1,design
6788,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.85,0.79,,D10;D5,QStack,1,prediction
6789,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.78,0.91,,D10,QStack,1,simulation
6790,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.91,0.92,,D9;D20,QStack,1,model
6791,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.7,0.93,,D5;D10,QStack,1,analysis
6792,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.82,0.84,,D10,QStack,1,optimization
6793,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.76,0.79,,D9;D10,QStack,1,design
6794,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.88,0.83,,D10;D9,QStack,1,prediction
6795,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.91,0.75,,D5;D10,QStack,1,simulation
6796,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.84,0.91,,D10;D9,QStack,1,model
6797,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.76,0.68,,D5;D10,QStack,1,analysis
6798,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.82,0.71,,D20;D5,QStack,1,optimization
6799,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.82,0.74,,D5,QStack,1,design
6800,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.87,0.83,,D5,QStack,1,prediction
6801,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.76,0.75,,D5,QStack,2,simulation
6802,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.75,0.91,,D20,QStack,2,model
6803,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.75,0.8,,D5,QStack,2,analysis
6804,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.94,0.86,,D10,QStack,2,optimization
6805,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.87,0.72,,D9,QStack,2,design
6806,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.93,0.9,,D10,QStack,2,prediction
6807,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.72,0.94,,D10,QStack,2,simulation
6808,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.95,0.76,,D20,QStack,2,model
6809,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.84,0.69,,D20,QStack,2,analysis
6810,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.76,0.68,,D10;D20,QStack,2,optimization
6811,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.7,0.92,,D5,QStack,2,design
6812,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.91,0.92,,D9;D10,QStack,2,prediction
6813,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.85,0.68,,D5;D20,QStack,2,simulation
6814,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.83,0.76,,D9;D5,QStack,2,model
6815,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.92,0.91,,D5,QStack,2,analysis
6816,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.85,0.87,,D9;D5,QStack,2,optimization
6817,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.76,0.89,,D20,QStack,2,design
6818,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.84,0.81,,D10,QStack,2,prediction
6819,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.91,,D9,QStack,2,simulation
6820,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.75,0.8,,D20;D10,QStack,2,model
6821,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.95,0.89,,D5;D20,QStack,2,analysis
6822,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.91,0.87,,D5;D20,QStack,2,optimization
6823,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.93,0.77,,D10,QStack,2,design
6824,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.83,0.87,,D10,QStack,2,prediction
6825,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.89,0.86,,D10,QStack,2,simulation
6826,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.88,0.76,,D5,QStack,2,model
6827,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.85,0.73,,D10,QStack,2,analysis
6828,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.94,0.9,,D20;D5,QStack,2,optimization
6829,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.77,0.9,,D9,QStack,2,design
6830,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.95,0.77,,D10,QStack,2,prediction
6831,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.89,0.94,,D5,QStack,2,simulation
6832,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.86,0.69,,D5,QStack,2,model
6833,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.84,0.86,,D10;D20,QStack,2,analysis
6834,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.83,0.77,,D5,QStack,2,optimization
6835,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.74,0.75,,D20;D5,QStack,2,design
6836,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.71,0.93,,D9;D10,QStack,2,prediction
6837,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.91,0.76,,D20;D5,QStack,2,simulation
6838,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.79,0.8,,D9;D10,QStack,2,model
6839,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.91,0.68,,D20,QStack,2,analysis
6840,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.92,0.87,,D5;D9,QStack,2,optimization
6841,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.95,0.86,,D20;D10,QStack,2,design
6842,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.77,0.68,,D5;D20,QStack,2,prediction
6843,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.89,0.89,,D20,QStack,2,simulation
6844,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.95,0.87,,D9,QStack,2,model
6845,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.82,0.83,,D10,QStack,2,analysis
6846,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.93,0.82,,D5;D9,QStack,2,optimization
6847,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.71,0.76,,D9;D20,QStack,2,design
6848,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.9,0.89,,D10;D9,QStack,2,prediction
6849,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.73,0.84,,D9,QStack,2,simulation
6850,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.81,0.76,,D20;D9,QStack,2,model
6851,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.89,0.87,,D5;D9,QStack,2,analysis
6852,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.94,0.74,,D5,QStack,2,optimization
6853,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.83,0.75,,D5,QStack,2,design
6854,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.83,0.77,,D9,QStack,2,prediction
6855,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.78,0.74,,D9,QStack,2,simulation
6856,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.92,0.93,,D5,QStack,2,model
6857,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.85,0.78,,D10,QStack,2,analysis
6858,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.72,0.9,,D10,QStack,2,optimization
6859,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.78,0.83,,D9;D10,QStack,2,design
6860,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.8,0.88,,D5,QStack,2,prediction
6861,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.95,0.87,,D10,QStack,2,simulation
6862,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.87,0.71,,D10;D5,QStack,2,model
6863,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.77,0.78,,D9,QStack,2,analysis
6864,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.9,0.81,,D20,QStack,2,optimization
6865,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.81,0.71,,D10,QStack,2,design
6866,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.86,0.87,,D9,QStack,2,prediction
6867,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.85,0.9,,D20;D9,QStack,2,simulation
6868,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.82,0.69,,D20;D10,QStack,2,model
6869,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.81,0.88,,D5;D10,QStack,2,analysis
6870,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.78,0.74,,D10,QStack,2,optimization
6871,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.81,0.85,,D20,QStack,2,design
6872,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.92,0.9,,D20,QStack,2,prediction
6873,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.71,0.77,,D10;D20,QStack,2,simulation
6874,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.78,0.88,,D20;D9,QStack,2,model
6875,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.75,0.74,,D9,QStack,2,analysis
6876,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.85,0.92,,D9;D10,QStack,2,optimization
6877,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.72,0.7,,D10,QStack,2,design
6878,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.74,0.88,,D20,QStack,2,prediction
6879,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.81,0.8,,D10;D20,QStack,2,simulation
6880,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.81,0.72,,D20;D10,QStack,2,model
6881,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.8,0.86,,D9,QStack,2,analysis
6882,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.72,0.72,,D9,QStack,2,optimization
6883,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.93,0.91,,D9;D5,QStack,2,design
6884,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.9,,D5;D20,QStack,2,prediction
6885,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.72,0.81,,D5;D10,QStack,2,simulation
6886,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.84,0.74,,D20,QStack,2,model
6887,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.9,0.77,,D20,QStack,2,analysis
6888,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.81,0.87,,D10,QStack,2,optimization
6889,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.88,0.69,,D20,QStack,2,design
6890,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.92,0.69,,D9;D5,QStack,2,prediction
6891,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.9,0.81,,D20;D10,QStack,2,simulation
6892,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.94,0.79,,D20,QStack,2,model
6893,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.84,0.78,,D9,QStack,2,analysis
6894,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.88,0.85,,D9,QStack,2,optimization
6895,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.87,0.71,,D20,QStack,2,design
6896,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.8,0.71,,D20,QStack,2,prediction
6897,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.94,0.79,,D20;D5,QStack,2,simulation
6898,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.95,0.87,,D10,QStack,2,model
6899,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.76,0.74,,D20,QStack,2,analysis
6900,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.83,0.92,,D5;D20,QStack,2,optimization
6901,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.84,0.87,,D10;D5,QStack,2,design
6902,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.75,0.7,,D5;D20,QStack,2,prediction
6903,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.76,0.87,,D10,QStack,2,simulation
6904,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.82,0.87,,D9,QStack,2,model
6905,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.81,0.93,,D5;D9,QStack,2,analysis
6906,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.85,0.71,,D10,QStack,2,optimization
6907,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.9,0.78,,D5;D20,QStack,2,design
6908,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.82,0.81,,D9;D10,QStack,2,prediction
6909,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.88,0.88,,D20,QStack,2,simulation
6910,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.72,0.86,,D5,QStack,2,model
6911,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.85,0.91,,D9,QStack,2,analysis
6912,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.83,0.74,,D5,QStack,2,optimization
6913,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.77,0.7,,D5;D10,QStack,2,design
6914,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.93,0.85,,D10,QStack,2,prediction
6915,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.87,0.76,,D5,QStack,2,simulation
6916,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.89,0.85,,D9;D20,QStack,2,model
6917,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.87,0.73,,D10;D9,QStack,2,analysis
6918,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.77,0.82,,D9;D20,QStack,2,optimization
6919,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.71,0.93,,D20,QStack,2,design
6920,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.72,0.82,,D10;D9,QStack,2,prediction
6921,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.88,0.75,,D10,QStack,2,simulation
6922,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.75,0.73,,D5;D9,QStack,2,model
6923,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.94,0.87,,D5;D10,QStack,2,analysis
6924,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.75,0.7,,D10,QStack,2,optimization
6925,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.85,0.68,,D10;D5,QStack,2,design
6926,Precision Agriculture,Precision farming for pest management optimization using agriculture & food systems approaches,D19,0.77,0.75,,D10,QStack,2,prediction
6927,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.88,0.89,Crop optimization;Precision farming,D10;D20,QStack,2,simulation
6928,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.93,0.75,,D5,QStack,2,model
6929,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.81,0.69,,D20;D9,QStack,2,analysis
6930,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.7,0.7,,D20,QStack,2,optimization
6931,Precision Agriculture,Precision farming for fertilization optimization using agriculture & food systems approaches,D19,0.93,0.9,,D9;D5,QStack,2,design
6932,Crop Optimization,Crop Optimization simulation and optimization using agriculture & food systems approaches,D19,0.76,0.74,,D10,QStack,2,prediction
6933,Vertical Farming,Vertical Farming simulation and optimization using agriculture & food systems approaches,D19,0.95,0.71,,D9;D5,QStack,2,simulation
6934,Supply Chain,Supply Chain simulation and optimization using agriculture & food systems approaches,D19,0.8,0.71,,D5;D10,QStack,2,model
6935,Soil Microbiome,Soil Microbiome simulation and optimization using agriculture & food systems approaches,D19,0.89,0.75,,D10;D20,QStack,2,analysis
6936,Precision Agriculture,Precision farming for irrigation optimization using agriculture & food systems approaches,D19,0.85,0.88,,D9;D5,QStack,2,optimization
