Trial,Enterprise_Value
4921,8674502.304481301
4922,8675709.52088124
4923,8675875.11929557
4924,8677326.622424828
4925,8678958.95272448
4926,8679231.127722647
4927,8680415.860787168
4928,8680440.618573967
4929,8680898.134450376
4930,8681110.814165737
4931,8682294.074046925
4932,8685356.59702543
4933,8687101.778596131
4934,8687156.536963
4935,8687559.801772906
4936,8689286.024001306
4937,8690329.964412522
4938,8691495.068665521
4939,8691522.128721643
4940,8694348.74615693
4941,8694915.370352589
4942,8696472.918235024
4943,8696581.309234116
4944,8698808.370781317
4945,8702497.659944326
4946,8703051.436525457
4947,8706020.889104612
4948,8706255.055949224
4949,8707605.443471977
4950,8711263.352506125
4951,8715727.350678211
4952,8716190.242589457
4953,8717501.176623615
4954,8717890.894365394
4955,8720619.736981515
4956,8721225.300741527
4957,8722487.565853246
4958,8722626.18875186
4959,8723232.746442217
4960,8723811.004497994
4961,8724816.16557116
4962,8724919.68868786
4963,8724957.024362817
4964,8725260.387700504
4965,8725773.932670606
4966,8726575.793446222
4967,8728362.369980937
4968,8729588.790969431
4969,8729921.81872206
4970,8730012.097358149
4971,8730546.191988494
4972,8735013.06596019
4973,8737444.592083309
4974,8737966.04906052
4975,8738701.615830977
4976,8739513.874877596
4977,8739886.64049512
4978,8740523.270783333
4979,8741142.208199129
4980,8741616.947459046
4981,8742721.705113515
4982,8743451.141289528
4983,8744316.200898256
4984,8748389.63573974
4985,8749449.684892405
4986,8750142.297137251
4987,8750250.997900426
4988,8750338.641818583
4989,8752754.113310894
4990,8753303.990026407
4991,8753933.979881108
4992,8754131.865291607
4993,8755148.615944084
4994,8755520.944322225
4995,8757060.386787724
4996,8758178.324111452
4997,8758684.714603124
4998,8759345.405612174
4999,8759549.873920888
5000,8760247.87689946
5001,8760428.488948412
5002,8760936.632443434
5003,8761075.575645417
5004,8761225.59155627
5005,8762799.52670956
5006,8763838.874306962
5007,8764252.423877819
5008,8764867.350522662
5009,8766692.453100417
5010,8767059.701819804
5011,8768279.427762844
5012,8768927.317025574
5013,8769876.013529465
5014,8771809.352621041
5015,8772942.05520787
5016,8773233.359858725
5017,8773485.678093038
5018,8774989.02152971
5019,8775163.106918514
5020,8775242.350571495
5021,8775264.0530678
5022,8777596.522122938
5023,8777932.565926436
5024,8778425.742686817
5025,8778560.547763003
5026,8780629.756753504
5027,8780635.116412085
5028,8780661.004380776
5029,8781524.916125959
5030,8782090.620040828
5031,8782144.468267879
5032,8782479.215196522
5033,8782616.193855
5034,8784035.708505845
5035,8784675.159775995
5036,8785301.298298767
5037,8786810.979490172
5038,8787442.605505053
5039,8788284.956761051
5040,8788644.111999147
5041,8788782.620447055
5042,8789031.332573388
5043,8789472.283203714
5044,8790382.794070024
5045,8790591.92299511
5046,8791414.404066235
5047,8793912.120683005
5048,8793935.226974595
5049,8795332.512140514
5050,8797415.485954437
5051,8798532.258839142
5052,8800777.847062983
5053,8805661.078902174
5054,8806619.082789134
5055,8809030.122417599
5056,8809459.813147802
5057,8811832.856969982
5058,8812995.596436344
5059,8813089.005852561
5060,8813508.163875379
5061,8813512.4894963
5062,8816045.511031754
5063,8816216.844521942
5064,8816374.244307328
5065,8817551.139859725
5066,8817664.968060208
5067,8818420.581381014
5068,8820788.295715662
5069,8821051.78314513
5070,8823575.04351894
5071,8824129.205890352
5072,8824402.62331288
5073,8825313.125837008
5074,8830219.257721605
5075,8831034.953980785
5076,8831247.591492346
5077,8832516.762309087
5078,8835149.827162761
5079,8837526.714397706
5080,8837814.61686012
5081,8838228.320881564
5082,8838791.026998706
5083,8839130.460517937
5084,8839754.478877269
5085,8843287.203419795
5086,8844918.579914255
5087,8846527.959062086
5088,8847238.086295092
5089,8849824.431309026
5090,8850665.358393982
5091,8851309.719991054
5092,8853788.588276528
5093,8855567.437766008
5094,8857782.045637306
5095,8857982.24257193
5096,8858598.587018633
5097,8858986.454665849
5098,8859062.579898084
5099,8860605.601951517
5100,8861485.301793432
5101,8861923.598823208
5102,8863416.928882387
5103,8864102.359402731
5104,8864568.538201505
5105,8869067.671373874
5106,8869621.417331345
5107,8870975.992907215
5108,8872715.376876224
5109,8875269.48733873
5110,8875403.332336508
5111,8876064.56134346
5112,8876865.990237894
5113,8877692.52970093
5114,8878073.679109886
5115,8878563.204597693
5116,8880620.118243244
5117,8880883.592555542
5118,8881359.498487214
5119,8882492.121994078
5120,8882996.635136854
5121,8884919.153979521
5122,8885368.117540564
5123,8885785.970566306
5124,8885871.928589046
5125,8886151.188300919
5126,8886569.362322379
5127,8889814.945257798
5128,8893036.935241126
5129,8894241.856821679
5130,8895848.79543271
5131,8896865.220857028
5132,8897754.2594546
5133,8898265.408642998
5134,8899982.092589147
5135,8900456.142996572
5136,8900837.959037619
5137,8902940.565801952
5138,8904525.61880063
5139,8905891.792398041
5140,8906839.130023763
5141,8907106.505093085
5142,8907969.14300114
5143,8909334.35666196
5144,8909904.073897615
5145,8910101.89801725
5146,8912480.852024402
5147,8913942.171426829
5148,8914351.56006391
5149,8915321.883938208
5150,8915842.764939846
5151,8916737.067256235
5152,8917120.464059096
5153,8917614.087306986
5154,8917805.375741672
5155,8920219.259312859
5156,8920788.84651912
5157,8921676.801975217
5158,8923618.142533176
5159,8923672.406800967
5160,8924167.240143944
5161,8924381.960792314
5162,8925816.506494673
5163,8925840.746816995
5164,8926663.955560585
5165,8927049.738279361
5166,8927187.795747073
5167,8930266.593453007
5168,8931900.98490797
5169,8933366.661507828
5170,8933982.08692038
5171,8934163.104921954
5172,8934535.307357661
5173,8934866.848674688
5174,8936857.51620634
5175,8938763.501349347
5176,8939244.405884152
5177,8940180.446900811
5178,8940930.991491882
5179,8944265.978771796
5180,8945038.28092665
5181,8945450.567478567
5182,8947130.995026102
5183,8947315.820185553
5184,8948345.159334004
5185,8948730.90113873
5186,8951115.344297472
5187,8951676.863954447
5188,8951930.552227128
5189,8952866.962136762
5190,8952902.490947139
5191,8953768.23930884
5192,8954941.981026463
5193,8955775.40536036
5194,8956674.631411457
5195,8958058.616320513
5196,8958648.832574654
5197,8959502.904184904
5198,8960337.77857862
5199,8960674.365259463
5200,8960878.066976544
5201,8962145.05143794
5202,8962156.319274846
5203,8963657.473144908
5204,8963807.232532285
5205,8965185.853741823
5206,8965196.543469166
5207,8965214.544835571
5208,8966910.585039642
5209,8967344.01815214
5210,8968564.084859194
5211,8969533.903226886
5212,8969593.46992114
5213,8970890.311907006
5214,8971338.337011637
5215,8971894.370803181
5216,8972187.538666029
5217,8976770.522544665
5218,8977111.641252331
5219,8977971.97260911
5220,8980342.19339253
5221,8981489.490166344
5222,8982340.979395682
5223,8982538.127407363
5224,8982549.025867488
5225,8982677.847493775
5226,8983321.831323046
5227,8983481.595421592
5228,8983816.07377248
5229,8984425.315023769
5230,8987079.697692983
5231,8987612.811643412
5232,8990607.607685745
5233,8990936.413076777
5234,8993615.542404355
5235,8994444.845386956
5236,8994944.903616836
5237,8994968.633579396
5238,8996494.63837779
5239,8996701.543139365
5240,8998604.900355592
5241,9000070.270380221
5242,9000722.556289677
5243,9001175.67357769
5244,9001202.221663766
5245,9001275.799652368
5246,9001919.054608338
5247,9002916.334919732
5248,9005023.950224698
5249,9005570.74457533
5250,9008571.322502585
5251,9010136.672681028
5252,9011914.880894702
5253,9012045.64924623
5254,9012348.990131753
5255,9012426.329171581
5256,9013879.394356834
5257,9014486.327621132
5258,9016022.47465154
5259,9019764.45751796
5260,9019824.00507437
5261,9020411.288095994
5262,9020549.746093065
5263,9024451.414684419
5264,9025278.414932992
5265,9029646.999748401
5266,9036136.626174815
5267,9036570.148887796
5268,9037820.934022186
5269,9038074.719630472
5270,9043238.342391118
5271,9043515.50237079
5272,9044865.335745033
5273,9045901.705135109
5274,9048184.89113536
5275,9048228.841097385
5276,9048795.150027402
5277,9050077.424418058
5278,9050341.270822605
5279,9050405.822045995
5280,9050537.417339284
5281,9051972.082882816
5282,9053056.46159801
5283,9054676.151110535
5284,9057493.883213809
5285,9057846.08850422
5286,9058469.026604904
5287,9058474.52542508
5288,9059899.207640946
5289,9060367.331550106
5290,9061061.353074426
5291,9065112.597231383
5292,9066047.423943726
5293,9066275.07688801
5294,9067186.888051532
5295,9068340.526860911
5296,9068538.921870988
5297,9069370.028490433
5298,9070783.725855835
5299,9070907.564991128
5300,9072412.482119907
5301,9073099.146445349
5302,9073695.05100771
5303,9073970.75019302
5304,9077046.691156168
5305,9079441.598879179
5306,9081157.082572479
5307,9082028.03516421
5308,9082997.846140016
5309,9085072.288713485
5310,9085311.752365058
5311,9085363.187927691
5312,9086948.645466404
5313,9087780.232864706
5314,9087826.058307715
5315,9089233.748433692
5316,9094517.671982296
5317,9094572.84179673
5318,9095447.776833449
5319,9096220.645165324
5320,9096562.230388299
5321,9096690.05394367
5322,9099004.597478263
5323,9100546.045612834
5324,9101202.278377779
5325,9101683.365794942
5326,9101847.09832612
5327,9102647.220234774
5328,9102771.031817552
5329,9102931.442504333
5330,9103724.583203323
5331,9107400.151107332
5332,9109047.315734085
5333,9109459.48566885
5334,9110764.136893246
5335,9110968.085512927
5336,9111230.14874465
5337,9112127.654289132
5338,9112685.657465048
5339,9113526.06745347
5340,9114617.636363382
5341,9116681.910382284
5342,9119331.291186746
5343,9119661.274490636
5344,9120164.616473371
5345,9120555.812650668
5346,9121945.469009357
5347,9124740.205683287
5348,9125369.775506366
5349,9127083.705330033
5350,9127693.531454287
5351,9127783.550874908
5352,9127889.832204405
5353,9130938.13524051
5354,9131323.351954428
5355,9133024.079218045
5356,9133434.574828636
5357,9134031.031220235
5358,9137533.941319529
5359,9138457.129050706
5360,9140301.88839864
5361,9141080.041809112
5362,9141122.610472187
5363,9141914.877994549
5364,9143950.517888771
5365,9144836.292812636
5366,9145334.554466268
5367,9145905.203704065
5368,9148949.746820934
5369,9149693.44756069
5370,9150531.903588694
5371,9150552.264019687
5372,9151531.396215742
5373,9151660.373955889
5374,9154370.727347178
5375,9155330.90260223
5376,9157318.674600452
5377,9158938.724956261
5378,9158942.777459111
5379,9159137.109944798
5380,9159262.923883975
5381,9159816.112997567
5382,9163198.10696284
5383,9163301.762670469
5384,9163453.440923354
5385,9163678.477063077
5386,9165762.354678724
5387,9168989.99847849
5388,9169567.412173875
5389,9169972.818465319
5390,9169991.885780996
5391,9172015.655785054
5392,9173196.086417705
5393,9173531.034827825
5394,9174475.723286033
5395,9174730.985477876
5396,9175617.828081675
5397,9179474.71800275
5398,9180636.729111739
5399,9184168.838696083
5400,9185471.751571402
5401,9187102.206388704
5402,9187135.260347009
5403,9189265.984256081
5404,9189423.902191415
5405,9190925.147474136
5406,9191922.718708633
5407,9192614.915296994
5408,9192709.941365812
5409,9194881.471085822
5410,9195345.911463786
5411,9201243.110743003
5412,9201788.991197767
5413,9201945.011303743
5414,9202250.919077044
5415,9203311.188866856
5416,9203919.267016575
5417,9204269.089574303
5418,9204331.278628748
5419,9207014.298808582
5420,9210557.900329081
5421,9210679.985775728
5422,9211566.190147057
5423,9212608.94684327
5424,9213364.711131597
5425,9213610.91000143
5426,9213757.28283818
5427,9217418.47484582
5428,9217616.694337144
5429,9218446.308648966
5430,9219219.953743534
5431,9219265.771126376
5432,9219684.527694654
5433,9221469.654604333
5434,9222703.408872804
5435,9222978.6146706
5436,9224225.931482561
5437,9226722.999662507
5438,9226736.926234527
5439,9229092.959496459
5440,9230536.738627866
5441,9231556.799459282
5442,9234326.629894894
5443,9236131.685894769
5444,9236452.27819759
5445,9239065.125775982
5446,9239260.941015596
5447,9239458.659896484
5448,9240205.907063609
5449,9240954.00898317
5450,9241184.005645934
5451,9241728.433177318
5452,9242271.69898439
5453,9242435.523690082
5454,9242597.074022315
5455,9244099.813654225
5456,9244602.913682831
5457,9245378.623521782
5458,9245642.590590874
5459,9249334.835441709
5460,9250103.921605878
5461,9252606.41357974
5462,9252613.340803942
5463,9254175.039292296
5464,9254255.495647613
5465,9254593.847694078
5466,9257040.316854918
5467,9258534.943310823
5468,9263334.79532068
5469,9265015.979829866
5470,9265179.567197617
5471,9266136.237648008
5472,9266871.21832557
5473,9266896.751672536
5474,9266915.869768636
5475,9269578.112101255
5476,9269967.00423934
5477,9270126.863194311
5478,9270707.057452977
5479,9270976.857938088
5480,9274576.411376696
5481,9275452.734681696
5482,9275574.639002021
5483,9275608.995778812
5484,9276282.7545732
5485,9277916.496820716
5486,9281425.465164658
5487,9281601.05126721
5488,9281791.26838554
5489,9284934.536276395
5490,9285329.349092055
5491,9286619.865580555
5492,9287080.84419167
5493,9288120.5403166
5494,9289678.435061362
5495,9290477.20308769
5496,9292175.385319978
5497,9293188.742672253
5498,9293517.035000844
5499,9294429.275608622
5500,9295137.38402845
5501,9296238.827388491
5502,9298024.803519465
5503,9298768.012527293
5504,9298905.881005127
5505,9299203.594753215
5506,9304677.861268565
5507,9304768.760387592
5508,9305571.91075369
5509,9306032.023056533
5510,9306192.14314089
5511,9306547.885977844
5512,9307669.233295022
5513,9308171.897881757
5514,9308628.76501071
5515,9309003.033070419
5516,9309262.380891657
5517,9309347.337367415
5518,9309902.452630052
5519,9312762.85862368
5520,9313861.555605784
5521,9314068.496076085
5522,9314355.553721704
5523,9314818.459823668
5524,9315275.751572285
5525,9315322.33375198
5526,9316490.78972542
5527,9316626.173391659
5528,9318024.198119981
5529,9318508.19310468
5530,9319050.683178559
5531,9319111.141715325
5532,9319167.927458733
5533,9320014.514693417
5534,9320851.458532568
5535,9321338.1921609
5536,9321429.676446911
5537,9326147.609743802
5538,9326775.300215168
5539,9327184.928262018
5540,9327541.09020611
5541,9329426.302911296
5542,9330104.851859588
5543,9330386.594062006
5544,9330530.251149535
5545,9330743.054993544
5546,9331267.88251163
5547,9332544.64111693
5548,9332669.82334726
5549,9337017.48104559
5550,9337609.005086374
5551,9341041.422483876
5552,9341592.495252628
5553,9342324.593996672
5554,9344494.132080836
5555,9345085.744067967
5556,9345425.93202995
5557,9346063.700121332
5558,9346727.153223896
5559,9346762.610819127
5560,9346884.18895904
5561,9347040.757073758
5562,9347577.188687151
5563,9348256.218884703
5564,9348879.741829202
5565,9349223.609813953
5566,9349327.10197404
5567,9350389.79337134
5568,9353343.475803666
5569,9357348.83791383
5570,9358643.963790962
5571,9359655.659604896
5572,9360288.350233939
5573,9361619.219429977
5574,9363108.329623317
5575,9363270.540698104
5576,9363530.67154472
5577,9364223.430773802
5578,9364583.521844355
5579,9364634.15006594
5580,9366101.428036641
5581,9367126.4089798
5582,9368374.976005893
5583,9370555.682306914
5584,9372327.940179665
5585,9374215.343503905
5586,9374659.344906002
5587,9374900.80100713
5588,9376691.428893747
5589,9377383.580819048
5590,9378824.289252196
5591,9378899.681410065
5592,9378923.145625912
5593,9379175.494030323
5594,9379536.398457633
5595,9379886.683218094
5596,9380158.269900907
5597,9381177.531050373
5598,9382447.446100738
5599,9382908.227412874
5600,9383782.882600559
5601,9384299.682559278
5602,9387097.882883683
5603,9387708.74158947
5604,9388113.176148448
5605,9388153.70595133
5606,9389811.857317783
5607,9392247.197744295
5608,9393467.475890983
5609,9396026.082782852
5610,9396749.93651933
5611,9397336.752857372
5612,9397872.325264376
5613,9398882.783740642
5614,9403291.747907385
5615,9404014.084757518
5616,9404397.647533473
5617,9405087.654686717
5618,9405205.547960674
5619,9406077.98964199
5620,9406799.303767188
5621,9409526.531794364
5622,9410179.595166268
5623,9411865.611119764
5624,9411951.605401114
5625,9412190.346278751
5626,9414949.885069888
5627,9415774.320913522
5628,9416287.197952507
5629,9417033.622966837
5630,9420173.278104864
5631,9421899.175110754
5632,9423359.78733433
5633,9428390.97429486
5634,9429071.194158994
5635,9429228.4235593
5636,9430358.050278474
5637,9431100.537662543
5638,9432331.736486861
5639,9432607.002382008
5640,9432822.620209932
5641,9434441.961850043
5642,9434862.937667286
5643,9436752.337683255
5644,9437608.09035892
5645,9438571.779395796
5646,9438801.09209228
5647,9441427.715718303
5648,9441605.804792758
5649,9441940.214237805
5650,9443422.694214921
5651,9447386.78934912
5652,9447633.939316507
5653,9448801.593714336
5654,9450202.040736303
5655,9450341.813792478
5656,9451684.216525828
5657,9451771.623429263
5658,9454671.130462635
5659,9456876.293341707
5660,9457965.5509815
5661,9458165.32518093
5662,9458525.454708371
5663,9461532.1060469
5664,9461872.278442921
5665,9463983.945721798
5666,9464356.819110088
5667,9464946.10872354
5668,9465331.51677429
5669,9466159.58707572
5670,9466287.555219527
5671,9466866.522166058
5672,9467324.79739344
5673,9467471.888714701
5674,9469262.172827268
5675,9469948.467186078
5676,9470187.506897511
5677,9470728.5402774
5678,9471165.180459708
5679,9472839.062407473
5680,9475100.767448261
5681,9478909.899623226
5682,9481390.242785482
5683,9482088.419142831
5684,9484279.469991963
5685,9485454.569093067
5686,9486163.773050118
5687,9487337.203979729
5688,9489303.12973765
5689,9489358.01480079
5690,9489448.40730172
5691,9490997.17048746
5692,9491259.747570455
5693,9492243.01706289
5694,9493424.545493385
5695,9494568.508482
5696,9499033.193013351
5697,9499145.383738574
5698,9499238.239321802
5699,9499940.229998384
5700,9500390.99743945
5701,9501222.718275495
5702,9501364.748598121
5703,9504463.170527592
5704,9505176.862769632
5705,9505499.68679681
5706,9506173.958767764
5707,9506936.625800513
5708,9507301.268529933
5709,9509129.698774137
5710,9509841.520782873
5711,9510150.511457182
5712,9511178.923091557
5713,9511311.944225539
5714,9512209.703809135
5715,9512326.289706193
5716,9513507.919543395
5717,9513747.33618366
5718,9514086.090313334
5719,9514868.111429261
5720,9516070.185235146
5721,9516233.835305737
5722,9517022.01628724
5723,9517414.815937158
5724,9520836.115055714
5725,9521059.68862271
5726,9522826.624828227
5727,9523180.022788621
5728,9523421.598993616
5729,9524296.032330923
5730,9526117.521775307
5731,9526287.370526237
5732,9526440.396407355
5733,9526469.735022327
5734,9527044.824124068
5735,9527080.706558896
5736,9527241.08432294
5737,9527728.272258613
5738,9528410.262655042
5739,9528955.357954806
5740,9530336.71539412
5741,9531837.44087508
5742,9534119.353841672
5743,9535352.959771141
5744,9536381.331533082
5745,9536466.048928022
5746,9538253.88047374
5747,9538855.181921981
5748,9539675.387158392
5749,9540415.398728581
5750,9540588.206812875
5751,9542985.777766775
5752,9543398.42171694
5753,9544826.257084355
5754,9547398.916554281
5755,9547697.368977588
5756,9549805.529117957
5757,9550251.033760257
5758,9550575.131343512
5759,9551059.650621954
5760,9551916.915979322
5761,9555909.030977814
5762,9556554.500071548
5763,9556823.77400317
5764,9557322.19450494
5765,9557334.396167241
5766,9562235.91301546
5767,9562282.928287135
5768,9563980.227629032
5769,9564525.041318718
5770,9565654.069360256
5771,9565680.056493735
5772,9565837.62169526
5773,9566459.450184437
5774,9567388.764752993
5775,9572195.167116567
5776,9574896.0966437
5777,9574907.766590018
5778,9575839.735376066
5779,9575890.569103427
5780,9576581.17044327
5781,9576601.204861766
5782,9577557.784768082
5783,9579186.1979242
5784,9582804.526812885
5785,9582921.23473014
5786,9585335.143432245
5787,9586304.628833322
5788,9586677.323621515
5789,9588910.352280537
5790,9590244.312711794
5791,9590883.882654456
5792,9591349.414738454
5793,9593428.613943858
5794,9595365.31389808
5795,9595579.998054873
5796,9595628.522207495
5797,9598857.319322955
5798,9599079.651872223
5799,9600407.324079206
5800,9602879.354768012
5801,9604055.978477996
5802,9606415.904421296
5803,9607388.135899266
5804,9608740.215063214
5805,9609023.575295608
5806,9612802.633548155
5807,9614038.405230878
5808,9615347.259782776
5809,9615434.199002506
5810,9616831.703335475
5811,9618474.303822417
5812,9619101.693927586
5813,9622337.687525079
5814,9623861.928159172
5815,9624581.042805443
5816,9624896.743151365
5817,9625034.46102592
5818,9627075.969099436
5819,9628290.77667395
5820,9628337.295265315
5821,9628597.803840034
5822,9629950.10009484
5823,9630671.470171375
5824,9631303.469233895
5825,9631643.369358566
5826,9631929.986527245
5827,9632436.745103477
5828,9632520.558801096
5829,9633431.680567447
5830,9633488.7094086
5831,9633825.493114186
5832,9633973.23180986
5833,9633999.118069716
5834,9635022.842239812
5835,9637696.833647516
5836,9638861.732691918
5837,9639309.753144303
5838,9639868.448186334
5839,9640896.496459736
5840,9641552.89231379
5841,9641657.48709103
5842,9641841.933125155
5843,9641892.36494765
5844,9642779.47044046
5845,9643256.171925928
5846,9643733.17934268
5847,9645504.954876628
5848,9647778.079643652
5849,9647944.85850341
5850,9648230.778639438
5851,9648682.222165179
5852,9649417.295442007
5853,9649648.553453427
5854,9649911.004886271
5855,9652930.213454816
5856,9653744.15448473
5857,9654469.60199603
5858,9656248.420372687
5859,9656605.648826852
5860,9657536.095490308
5861,9658858.89762653
5862,9658974.142524276
5863,9659121.609876689
5864,9661355.657747492
5865,9663193.941958081
5866,9664166.389350304
5867,9665013.509145094
5868,9665552.703133631
5869,9666123.157078844
5870,9666693.915369917
5871,9668568.344596835
5872,9669905.816726789
5873,9671828.248143386
5874,9672148.117323939
5875,9675729.571067229
5876,9676273.442469772
5877,9676282.616079435
5878,9676614.085646503
5879,9677368.97737889
5880,9678403.00931465
5881,9678598.14288617
5882,9679089.993156563
5883,9679947.818956008
5884,9680908.009682734
5885,9682733.078520188
5886,9683698.186857069
5887,9685612.637721082
5888,9686051.125379505
5889,9686173.233672142
5890,9687196.125488313
5891,9688355.426358469
5892,9689895.86891944
5893,9690483.98134535
5894,9692748.012408782
5895,9693806.014820976
5896,9694260.180049801
5897,9694430.467583034
5898,9695245.72064839
5899,9695961.772607021
5900,9697407.080517037
5901,9697522.660541922
5902,9698154.665405497
5903,9698338.327795561
5904,9698666.217179913
5905,9699152.898567777
5906,9702237.176743872
5907,9702301.777950242
5908,9704165.189253423
5909,9704643.864536699
5910,9705674.205459844
5911,9710164.970413461
5912,9713893.023017121
5913,9714308.25417057
5914,9714644.802698892
5915,9716705.707940258
5916,9717675.341591824
5917,9717714.952817507
5918,9718003.364239383
5919,9718019.252428092
5920,9718365.305938737
5921,9718575.936244331
5922,9719063.47946641
5923,9719145.28912153
5924,9719203.719991079
5925,9721015.609571991
5926,9722034.499693137
5927,9722227.979436826
5928,9722886.872583378
5929,9723287.748655938
5930,9723604.081008952
5931,9723696.000416704
5932,9725476.923771203
5933,9728009.307191458
5934,9729213.141410293
5935,9729355.219565867
5936,9729494.595948398
5937,9730863.007363096
5938,9731336.679689083
5939,9731760.148430636
5940,9736309.57769907
5941,9738334.39607422
5942,9739458.10339273
5943,9739733.129548354
5944,9739975.223648243
5945,9740343.3995305
5946,9740643.85245612
5947,9743425.103440639
5948,9746351.686959272
5949,9746793.500388741
5950,9748330.926814292
5951,9749068.44867536
5952,9749410.877444683
5953,9751419.397840459
5954,9753939.763350666
5955,9755331.48421912
5956,9756033.867314227
5957,9756091.40717668
5958,9756131.265727296
5959,9757127.429068707
5960,9757244.03015844
5961,9758801.723715825
5962,9759121.495419675
5963,9759366.314172346
5964,9760482.302146897
5965,9761305.975527711
5966,9761582.67468583
5967,9761659.302561583
5968,9761770.318896964
5969,9762750.893534288
5970,9764445.174493982
5971,9764912.046277206
5972,9765498.704444824
5973,9765875.640664069
5974,9766724.71421652
5975,9767002.948761985
5976,9767055.640651627
5977,9767214.180812988
5978,9767753.999088164
5979,9768107.632424874
5980,9768251.646210503
5981,9769098.54774765
5982,9769236.931316223
5983,9769447.346801933
5984,9773215.589565841
5985,9776154.356848326
5986,9777734.696025595
5987,9778050.360226125
5988,9778704.397461766
5989,9779291.576225094
5990,9780491.070808599
5991,9781772.83985737
5992,9784340.335572861
5993,9785119.83383382
5994,9786949.291075109
5995,9787386.689851154
5996,9788172.69234032
5997,9788451.990023812
5998,9788824.647961032
5999,9789816.749023367
6000,9790011.08960935
6001,9791664.812070377
6002,9792498.008532971
6003,9794280.850526253
6004,9794299.849229176
6005,9796073.097872723
6006,9797111.208039273
6007,9797588.007518204
6008,9798557.68605812
6009,9799145.19713401
6010,9799209.888209896
6011,9800261.877333537
6012,9801136.129936896
6013,9802536.62834921
6014,9803050.885879707
6015,9803838.13141265
6016,9806931.771688266
6017,9808887.79771442
6018,9810035.487150341
6019,9810899.729231881
6020,9811126.906730257
6021,9811859.913376573
6022,9813996.185609097
6023,9817426.256314527
6024,9817729.259951036
6025,9819279.093504831
6026,9820909.754068542
6027,9822098.172575943
6028,9823179.449489247
6029,9823293.683096517
6030,9825432.71798494
6031,9826602.741144897
6032,9827470.168786995
6033,9827706.659585081
6034,9827946.219684277
6035,9828706.399806026
6036,9829174.059776627
6037,9829309.452076815
6038,9830122.645925248
6039,9832624.626133505
6040,9832984.431606522
6041,9833012.715204824
6042,9837098.801111586
6043,9839963.087461224
6044,9841030.148099478
6045,9841279.6369142
6046,9841611.054631038
6047,9843099.443994123
6048,9846802.061575811
6049,9847648.04182757
6050,9848700.611613058
6051,9849870.797751509
6052,9851345.419051385
6053,9856158.918942353
6054,9856458.086325586
6055,9858468.530127775
6056,9859104.579302179
6057,9859220.298421424
6058,9859576.364580905
6059,9861585.17894587
6060,9862795.951832611
6061,9862940.899044137
6062,9863083.24066049
6063,9865249.237599181
6064,9865335.488525907
6065,9867844.595612548
6066,9867994.692087533
6067,9868812.879217975
6068,9871051.106293146
6069,9873572.929701313
6070,9873618.44106894
6071,9875538.836150467
6072,9875927.433756456
6073,9876918.014115125
6074,9877968.157623203
6075,9878964.292246677
6076,9879946.400966078
6077,9880053.559587192
6078,9882085.743734218
6079,9882958.29953568
6080,9883178.516782422
6081,9883707.750082256
6082,9884057.123316558
6083,9884087.71098161
6084,9884108.323314924
6085,9885348.71498967
6086,9886014.988136455
6087,9886859.291890321
6088,9887152.97874721
6089,9887633.892817318
6090,9889470.290195065
6091,9890166.924573772
6092,9890999.608139353
6093,9891245.200935706
6094,9891457.722753668
6095,9891805.635519806
6096,9892761.075631892
6097,9893332.767168632
6098,9896915.17386426
6099,9897726.304614289
6100,9898397.422082083
6101,9899293.64652357
6102,9900264.644167766
6103,9901398.231073927
6104,9901552.796352513
6105,9903402.194162436
6106,9903881.265469799
6107,9905819.897652706
6108,9907723.512003
6109,9908194.165093334
6110,9913610.79089316
6111,9915243.827080224
6112,9916074.511745196
6113,9916814.364780132
6114,9916863.681660654
6115,9919765.157441506
6116,9922779.548163904
6117,9926125.144527843
6118,9926282.503688214
6119,9927571.255953675
6120,9929216.510082316
6121,9929554.493077857
6122,9929912.95907747
6123,9930390.303918652
6124,9932355.844492106
6125,9932540.967041634
6126,9932566.930659778
6127,9934432.137725746
6128,9935356.712857485
6129,9937698.9174177
6130,9939586.937463587
6131,9940672.5064031
6132,9940982.184919795
6133,9941971.321330398
6134,9942426.425704544
6135,9942460.804175923
6136,9943057.0869712
6137,9944666.328253862
6138,9949056.765891416
6139,9949246.08401381
6140,9951243.577001464
6141,9951644.49712915
6142,9952670.294686724
6143,9954212.181977067
6144,9954862.648099435
6145,9955575.702669622
6146,9956411.087149793
6147,9958354.669789031
6148,9959489.546830058
6149,9961288.518304363
6150,9961851.58805997
6151,9963390.526346125
6152,9965653.509251203
6153,9966414.050154557
6154,9968987.41364107
6155,9969086.365601353
6156,9970901.629521292
6157,9970902.417168649
6158,9971694.826988753
6159,9972205.275568431
6160,9976264.242560085
6161,9976348.807569781
6162,9977331.922781672
6163,9977381.880202694
6164,9977467.934981568
6165,9977991.780194724
6166,9979955.16818551
6167,9980468.279348165
6168,9980480.739306103
6169,9982085.759238224
6170,9982097.36799986
6171,9983195.81931365
6172,9983908.601102889
6173,9984412.023673628
6174,9984552.887724724
6175,9987002.192217724
6176,9987728.000846604
6177,9989818.264355272
6178,9990163.336334303
6179,9991239.41966516
6180,9991857.533247197
6181,9994205.77705474
6182,9996780.266254777
6183,9997343.935704168
6184,9997483.93143072
6185,9998413.126582848
6186,9998656.77713392
6187,9999405.28779556
6188,9999819.543068636
6189,9999899.381846447
6190,10000872.375648592
6191,10001915.3305639
